0.000000000000000e+000	-1.264187e+000	2.434392e+000
1.379634944898012e-007	-1.264025e+000	2.434039e+000
1.721414693879597e-007	-1.263985e+000	2.433952e+000
2.041170171912521e-007	-1.263947e+000	2.433870e+000
2.273317775448869e-007	-1.263920e+000	2.433810e+000
2.467843426695593e-007	-1.263897e+000	2.433760e+000
2.634206874782552e-007	-1.263878e+000	2.433718e+000
2.786593301627727e-007	-1.263860e+000	2.433679e+000
2.941069396182605e-007	-1.263842e+000	2.433639e+000
3.092508492896773e-007	-1.263824e+000	2.433601e+000
3.255135591767600e-007	-1.263805e+000	2.433559e+000
3.434566579404996e-007	-1.263784e+000	2.433513e+000
3.637857954215396e-007	-1.263760e+000	2.433461e+000
3.881107673957274e-007	-1.263731e+000	2.433399e+000
4.173684993204196e-007	-1.263697e+000	2.433324e+000
4.536631039199490e-007	-1.263654e+000	2.433231e+000
4.992363792644117e-007	-1.263601e+000	2.433114e+000
5.555474233073787e-007	-1.263535e+000	2.432970e+000
6.281715025993617e-007	-1.263450e+000	2.432784e+000
7.120473849604736e-007	-1.263351e+000	2.432570e+000
8.263099597095869e-007	-1.263217e+000	2.432277e+000
9.352645401645987e-007	-1.263090e+000	2.431998e+000
1.056670209335225e-006	-1.262947e+000	2.431688e+000
1.183225789281456e-006	-1.262799e+000	2.431364e+000
1.316462496403492e-006	-1.262643e+000	2.431023e+000
1.440414866302892e-006	-1.262497e+000	2.430706e+000
1.575425475613262e-006	-1.262339e+000	2.430361e+000
1.702613117552515e-006	-1.262190e+000	2.430036e+000
1.839590720763978e-006	-1.262030e+000	2.429686e+000
1.975729628740652e-006	-1.261870e+000	2.429338e+000
2.133687021482755e-006	-1.261685e+000	2.428934e+000
2.281399710413884e-006	-1.261512e+000	2.428557e+000
2.631135492193321e-006	-1.261102e+000	2.427663e+000
3.040530860781709e-006	-1.260623e+000	2.426618e+000
3.846282080124941e-006	-1.259680e+000	2.424562e+000
8.696915429793976e-006	-1.254020e+000	2.412224e+000
1.354754877946301e-005	-1.248388e+000	2.399963e+000
1.839818212913204e-005	-1.242785e+000	2.387778e+000
2.324881547880108e-005	-1.237210e+000	2.375670e+000
2.809944882847011e-005	-1.231663e+000	2.363638e+000
