0.000000000000000e+000	-1.275790e+000	2.561394e+000
2.643758960710341e-008	-1.275759e+000	2.561323e+000
3.199096363162846e-008	-1.275752e+000	2.561308e+000
3.528862627111273e-008	-1.275749e+000	2.561299e+000
3.704268275450673e-008	-1.275747e+000	2.561295e+000
3.915875289653426e-008	-1.275744e+000	2.561289e+000
1.032084329914101e-007	-1.275669e+000	2.561117e+000
1.672581130862859e-007	-1.275593e+000	2.560944e+000
2.313077931811617e-007	-1.275518e+000	2.560772e+000
2.953574732760376e-007	-1.275443e+000	2.560600e+000
3.594071533709134e-007	-1.275368e+000	2.560428e+000
4.234568334657892e-007	-1.275292e+000	2.560256e+000
4.875065135606649e-007	-1.275217e+000	2.560083e+000
9.374523882443864e-007	-1.274688e+000	2.558875e+000
1.527379667184275e-006	-1.273995e+000	2.557290e+000
2.377762221231899e-006	-1.272997e+000	2.555008e+000
6.289678729811538e-006	-1.268418e+000	2.544545e+000
1.150556740791772e-005	-1.262343e+000	2.530676e+000
2.193734476413356e-005	-1.250299e+000	2.503218e+000
4.280089947656177e-005	-1.226540e+000	2.449198e+000
6.958583960978843e-005	-1.196420e+000	2.380891e+000
6.960635451485828e-005	-1.196398e+000	2.380840e+000
6.979782696217227e-005	-1.196186e+000	2.380361e+000
7.001665261624490e-005	-1.195944e+000	2.379814e+000
7.049533373452988e-005	-1.195414e+000	2.378618e+000
7.121367595735659e-005	-1.194620e+000	2.376823e+000
7.121421408675527e-005	-1.194620e+000	2.376822e+000
7.121493159261902e-005	-1.194619e+000	2.376820e+000
7.121553976180417e-005	-1.194618e+000	2.376819e+000
7.121587337731439e-005	-1.194618e+000	2.376818e+000
7.121607496841931e-005	-1.194618e+000	2.376817e+000
7.121630923299580e-005	-1.194617e+000	2.376817e+000
7.121654824848722e-005	-1.194617e+000	2.376816e+000
7.121677493173578e-005	-1.194617e+000	2.376816e+000
7.121691681255885e-005	-1.194617e+000	2.376815e+000
7.121706677120157e-005	-1.194616e+000	2.376815e+000
7.121716918385632e-005	-1.194616e+000	2.376815e+000
7.121728501672045e-005	-1.194616e+000	2.376814e+000
7.121746932096246e-005	-1.194616e+000	2.376814e+000
7.121771790005033e-005	-1.194616e+000	2.376813e+000
7.121821505822260e-005	-1.194615e+000	2.376812e+000
7.121868049907859e-005	-1.194615e+000	2.376811e+000
7.121915238195511e-005	-1.194614e+000	2.376810e+000
7.121943537698877e-005	-1.194614e+000	2.376809e+000
7.121958576476739e-005	-1.194614e+000	2.376809e+000
