time	V(A,N016)	I(L1)
1.012991630394708e-02	1.558441e+00	-4.373597e+00
1.012991672059076e-02	1.558441e+00	-4.373595e+00
1.012991713705943e-02	1.558441e+00	-4.373593e+00
1.012991755000713e-02	1.558441e+00	-4.373592e+00
1.012991796194710e-02	1.558441e+00	-4.373590e+00
1.012991837334029e-02	1.558441e+00	-4.373588e+00
1.012991879096516e-02	1.558441e+00	-4.373586e+00
1.012991922821003e-02	1.558441e+00	-4.373584e+00
1.012991972509574e-02	1.558441e+00	-4.373582e+00
1.012992007476464e-02	1.558441e+00	-4.373580e+00
1.012992035568172e-02	1.558441e+00	-4.373579e+00
1.012992072344053e-02	1.558441e+00	-4.373577e+00
1.012992107865428e-02	1.558441e+00	-4.373576e+00
1.012992127793729e-02	1.558441e+00	-4.373575e+00
1.012992150780316e-02	1.558441e+00	-4.373574e+00
1.012992179960788e-02	1.558441e+00	-4.373572e+00
1.012992209695100e-02	1.558441e+00	-4.373571e+00
1.012992245708843e-02	1.558441e+00	-4.373569e+00
1.012992292153432e-02	1.558441e+00	-4.373568e+00
1.012992362351806e-02	1.558441e+00	-4.373564e+00
1.012992464519730e-02	1.558441e+00	-4.373559e+00
1.012992594806744e-02	1.558441e+00	-4.373554e+00
1.012992780425234e-02	1.558411e+00	-4.373545e+00
1.012993054438153e-02	1.558411e+00	-4.373533e+00
1.012993539231263e-02	1.558411e+00	-4.373511e+00
1.012994508817483e-02	1.558411e+00	-4.373467e+00
1.012994995685403e-02	1.558380e+00	-4.373445e+00
1.012995969421242e-02	1.558380e+00	-4.373401e+00
1.012996209447225e-02	1.558411e+00	-4.373390e+00
1.012996329868197e-02	1.558441e+00	-4.373384e+00
1.012996392207281e-02	1.558533e+00	-4.373382e+00
1.012996447111485e-02	1.558624e+00	-4.373379e+00
1.012996508660519e-02	1.558807e+00	-4.373376e+00
1.012996569564589e-02	1.559113e+00	-4.373374e+00
1.012996640447828e-02	1.559631e+00	-4.373370e+00
1.012996717986777e-02	1.560455e+00	-4.373367e+00
1.012996814434576e-02	1.561951e+00	-4.373363e+00
1.012996934848844e-02	1.564606e+00	-4.373357e+00
1.012997107817071e-02	1.570007e+00	-4.373349e+00
1.012997341654668e-02	1.580505e+00	-4.373339e+00
1.012997653007543e-02	1.599518e+00	-4.373324e+00
1.012997785513930e-02	1.610504e+00	-4.373319e+00
1.012997878928527e-02	1.620941e+00	-4.373314e+00
1.012997937697159e-02	1.629791e+00	-4.373312e+00
1.012997989992734e-02	1.640472e+00	-4.373309e+00
1.012998018722497e-02	1.648590e+00	-4.373308e+00
1.012998037108597e-02	1.656036e+00	-4.373307e+00
1.012998051171281e-02	1.664276e+00	-4.373306e+00
1.012998059505247e-02	1.670898e+00	-4.373306e+00
1.012998159505247e-02	4.062225e+00	-4.373302e+00
1.012998259505247e-02	7.913269e+00	-4.373296e+00
1.012998359505247e-02	1.248129e+01	-4.373291e+00
1.012998459505247e-02	1.667136e+01	-4.373284e+00
1.012998559505247e-02	2.032333e+01	-4.373278e+00
1.012998669490414e-02	2.387561e+01	-4.373271e+00
1.012998791012921e-02	2.733612e+01	-4.373262e+00
1.012998902331738e-02	3.020959e+01	-4.373254e+00
1.012999047530971e-02	3.377829e+01	-4.373243e+00
1.012999263118410e-02	3.893713e+01	-4.373226e+00
1.012999479090151e-02	4.399484e+01	-4.373208e+00
1.012999693640641e-02	4.890985e+01	-4.373188e+00
1.012999925622111e-02	5.409637e+01	-4.373166e+00
1.013000179674463e-02	5.960664e+01	-4.373140e+00
1.013000482877276e-02	6.591928e+01	-4.373108e+00
1.013000834883594e-02	7.281674e+01	-4.373068e+00
1.013001268906905e-02	8.052672e+01	-4.373015e+00
1.013001790192275e-02	8.829007e+01	-4.372948e+00
1.013002445461502e-02	9.613927e+01	-4.372859e+00
1.013002550457882e-02	9.709866e+01	-4.372845e+00
1.013002760450642e-02	9.846127e+01	-4.372815e+00
1.013003180436162e-02	1.004060e+02	-4.372755e+00
1.013003585341357e-02	1.015550e+02	-4.372696e+00
1.013004013395548e-02	1.021758e+02	-4.372634e+00
1.013004493064048e-02	1.025196e+02	-4.372564e+00
1.013004844679634e-02	1.026516e+02	-4.372512e+00
1.013005182723483e-02	1.027271e+02	-4.372463e+00
1.013005562485661e-02	1.027895e+02	-4.372407e+00
1.013005998407866e-02	1.028489e+02	-4.372344e+00
1.013006489030301e-02	1.029089e+02	-4.372272e+00
1.013007023495114e-02	1.029703e+02	-4.372193e+00
1.013007727967892e-02	1.030488e+02	-4.372090e+00
1.013008503577206e-02	1.031339e+02	-4.371976e+00
1.013009559351452e-02	1.032491e+02	-4.371821e+00
1.013010725917607e-02	1.033760e+02	-4.371649e+00
1.013012372406635e-02	1.035551e+02	-4.371407e+00
1.013014222304442e-02	1.037563e+02	-4.371134e+00
1.013016886448770e-02	1.040192e+02	-4.370741e+00
1.013018982134661e-02	1.041541e+02	-4.370431e+00
1.013021416984414e-02	1.042211e+02	-4.370071e+00
1.013023803530521e-02	1.042467e+02	-4.369718e+00
1.013026359293061e-02	1.042592e+02	-4.369340e+00
1.013031470818144e-02	1.042715e+02	-4.368584e+00
1.013037882126427e-02	1.042796e+02	-4.367635e+00
1.013045153981643e-02	1.042843e+02	-4.366559e+00
1.013051888925590e-02	1.042868e+02	-4.365562e+00
1.013058592960246e-02	1.042884e+02	-4.364571e+00
1.013065526258672e-02	1.042896e+02	-4.363545e+00
1.013072141364250e-02	1.042903e+02	-4.362566e+00
1.013078861240741e-02	1.042909e+02	-4.361572e+00
1.013085544724183e-02	1.042913e+02	-4.360584e+00
1.013094358614136e-02	1.042917e+02	-4.359281e+00
1.013102865778468e-02	1.042920e+02	-4.358022e+00
1.013116133180510e-02	1.042922e+02	-4.356061e+00
1.013128612367788e-02	1.042922e+02	-4.354216e+00
1.013150980278188e-02	1.042921e+02	-4.350909e+00
1.013174001786779e-02	1.042919e+02	-4.347507e+00
1.013191677663968e-02	1.042917e+02	-4.344895e+00
1.013211562916582e-02	1.042914e+02	-4.341958e+00
1.013228987134244e-02	1.042911e+02	-4.339384e+00
1.013248431270440e-02	1.042908e+02	-4.336513e+00
1.013262654864600e-02	1.042905e+02	-4.334412e+00
1.013279781618807e-02	1.042902e+02	-4.331884e+00
1.013290540411740e-02	1.042900e+02	-4.330296e+00
1.013304521032963e-02	1.042897e+02	-4.328233e+00
1.013313516498349e-02	1.042895e+02	-4.326905e+00
1.013321724686834e-02	1.042894e+02	-4.325694e+00
1.013327431991890e-02	1.042893e+02	-4.324852e+00
1.013331780132206e-02	1.042892e+02	-4.324210e+00
1.013334971627935e-02	1.042891e+02	-4.323740e+00
1.013337367612947e-02	1.042891e+02	-4.323386e+00
1.013339271777328e-02	1.042890e+02	-4.323105e+00
1.013340847223777e-02	1.042890e+02	-4.322873e+00
1.013342292913887e-02	1.042890e+02	-4.322659e+00
1.013343761000853e-02	1.042890e+02	-4.322443e+00
1.013345196966057e-02	1.042889e+02	-4.322231e+00
1.013346833910217e-02	1.042889e+02	-4.321990e+00
1.013348714327031e-02	1.042888e+02	-4.321712e+00
1.013351095005708e-02	1.042888e+02	-4.321361e+00
1.013354340183625e-02	1.042887e+02	-4.320882e+00
1.013359220510834e-02	1.042887e+02	-4.320162e+00
1.013368429930207e-02	1.042885e+02	-4.318804e+00
1.013383118446188e-02	1.042882e+02	-4.316638e+00
1.013412495478151e-02	1.042876e+02	-4.312307e+00
1.013463820422110e-02	1.042866e+02	-4.304744e+00
1.013512604158817e-02	1.042857e+02	-4.297558e+00
1.013561554722366e-02	1.042847e+02	-4.290350e+00
1.013600505911825e-02	1.042840e+02	-4.284618e+00
1.013630425762727e-02	1.042834e+02	-4.280216e+00
1.013652409251752e-02	1.042830e+02	-4.276983e+00
1.013669056976881e-02	1.042826e+02	-4.274535e+00
1.013684701927341e-02	1.042823e+02	-4.272235e+00
1.013699023396360e-02	1.042821e+02	-4.270130e+00
1.013715299878715e-02	1.042818e+02	-4.267737e+00
1.013738322582802e-02	1.042813e+02	-4.264355e+00
1.013778327496016e-02	1.042805e+02	-4.258479e+00
1.013858337322445e-02	1.042790e+02	-4.246736e+00
1.014018356975304e-02	1.042759e+02	-4.223286e+00
1.014338396281021e-02	1.042697e+02	-4.176529e+00
1.014978474892455e-02	1.042574e+02	-4.083580e+00
1.016258632115322e-02	1.042330e+02	-3.899915e+00
1.018818946561058e-02	1.041845e+02	-3.541310e+00
1.023939575452528e-02	1.040880e+02	-2.848379e+00
1.028681015816025e-02	1.039955e+02	-2.231052e+00
1.031480871670368e-02	1.039339e+02	-1.879642e+00
1.033133426306837e-02	1.038890e+02	-1.677677e+00
1.034291818247100e-02	1.038506e+02	-1.538393e+00
1.035014692515336e-02	1.038237e+02	-1.452437e+00
1.035799528695170e-02	1.037932e+02	-1.359926e+00
1.036516212063769e-02	1.037651e+02	-1.276083e+00
1.037211783865789e-02	1.037379e+02	-1.195322e+00
1.037935307685969e-02	1.037096e+02	-1.111804e+00
1.038043304379015e-02	1.037054e+02	-1.099392e+00
1.038120564802777e-02	1.037025e+02	-1.090534e+00
1.038175838550812e-02	1.037003e+02	-1.084201e+00
1.038243834750899e-02	1.036977e+02	-1.076416e+00
1.038379827151072e-02	1.036924e+02	-1.060859e+00
1.038392576438589e-02	1.036919e+02	-1.059402e+00
1.038443573588654e-02	1.036900e+02	-1.053575e+00
1.038464656394833e-02	1.036892e+02	-1.051167e+00
1.038485739201012e-02	1.036883e+02	-1.048760e+00
1.038506822007191e-02	1.036875e+02	-1.046353e+00
1.038527904813370e-02	1.036867e+02	-1.043946e+00
1.038548987619550e-02	1.036859e+02	-1.041540e+00
1.038570070425729e-02	1.036851e+02	-1.039135e+00
1.038591153231908e-02	1.036843e+02	-1.036730e+00
1.038591286036986e-02	1.036843e+02	-1.036715e+00
1.038591352703763e-02	1.036843e+02	-1.036707e+00
1.038591395313553e-02	1.036843e+02	-1.036702e+00
1.038591398669031e-02	1.036843e+02	-1.036702e+00
1.038591498669031e-02	1.036843e+02	-1.036691e+00
1.038591598669030e-02	1.036842e+02	-1.036679e+00
1.038591698669030e-02	1.036842e+02	-1.036668e+00
1.038591798669040e-02	1.036843e+02	-1.036656e+00
1.038591811169040e-02	1.036843e+02	-1.036655e+00
1.038591823669040e-02	1.036842e+02	-1.036654e+00
1.038591836175144e-02	1.036842e+02	-1.036652e+00
1.038591848675144e-02	1.036842e+02	-1.036651e+00
1.038591861178196e-02	1.036842e+02	-1.036649e+00
1.038591961178196e-02	1.036842e+02	-1.036638e+00
1.038592061178195e-02	1.036842e+02	-1.036626e+00
1.038592161178195e-02	1.036842e+02	-1.036615e+00
1.038592319838672e-02	1.036842e+02	-1.036597e+00
1.038592610078829e-02	1.036842e+02	-1.036564e+00
1.038592756746076e-02	1.036842e+02	-1.036547e+00
1.038592844560831e-02	1.036842e+02	-1.036537e+00
1.038592895482730e-02	1.036842e+02	-1.036531e+00
1.038592925182676e-02	1.036842e+02	-1.036528e+00
1.038593025182676e-02	1.036842e+02	-1.036517e+00
1.038593125182675e-02	1.036842e+02	-1.036505e+00
1.038593225182675e-02	1.036842e+02	-1.036494e+00
1.038593325182675e-02	1.036842e+02	-1.036482e+00
1.038593425182675e-02	1.036843e+02	-1.036471e+00
1.038593525182675e-02	1.036848e+02	-1.036459e+00
1.038593625182675e-02	1.036880e+02	-1.036448e+00
1.038593725182675e-02	1.037034e+02	-1.036437e+00
1.038593825182675e-02	1.037415e+02	-1.036425e+00
1.038593925182675e-02	1.037884e+02	-1.036414e+00
1.038594025182675e-02	1.038170e+02	-1.036402e+00
1.038594125182675e-02	1.038256e+02	-1.036391e+00
1.038594225182675e-02	1.038264e+02	-1.036380e+00
1.038594325182675e-02	1.038240e+02	-1.036368e+00
1.038594439692832e-02	1.038193e+02	-1.036355e+00
1.038594554527563e-02	1.038131e+02	-1.036342e+00
1.038594656176615e-02	1.038072e+02	-1.036330e+00
1.038594798530638e-02	1.038012e+02	-1.036314e+00
1.038594965971325e-02	1.038005e+02	-1.036295e+00
1.038595035541080e-02	1.038046e+02	-1.036287e+00
1.038595082458041e-02	1.038111e+02	-1.036282e+00
1.038595118198377e-02	1.038191e+02	-1.036278e+00
1.038595151125639e-02	1.038297e+02	-1.036274e+00
1.038595187781518e-02	1.038444e+02	-1.036270e+00
1.038595226305236e-02	1.038594e+02	-1.036265e+00
1.038595271228919e-02	1.038727e+02	-1.036260e+00
1.038595326051183e-02	1.038831e+02	-1.036254e+00
1.038595378238932e-02	1.038887e+02	-1.036248e+00
1.038595461057998e-02	1.038933e+02	-1.036238e+00
1.038595595869480e-02	1.038969e+02	-1.036223e+00
1.038595774994318e-02	1.038990e+02	-1.036203e+00
1.038595939196405e-02	1.038994e+02	-1.036184e+00
1.038596163725238e-02	1.038989e+02	-1.036158e+00
1.038596413668499e-02	1.038978e+02	-1.036130e+00
1.038596756440138e-02	1.038961e+02	-1.036090e+00
1.038597148012030e-02	1.038942e+02	-1.036046e+00
1.038597596361805e-02	1.038925e+02	-1.035995e+00
1.038598004934048e-02	1.038905e+02	-1.035948e+00
1.038598257091910e-02	1.038870e+02	-1.035919e+00
1.038598405801981e-02	1.038814e+02	-1.035902e+00
1.038598517045447e-02	1.038720e+02	-1.035889e+00
1.038598634218734e-02	1.038539e+02	-1.035876e+00
1.038598685931269e-02	1.038388e+02	-1.035870e+00
1.038598719943836e-02	1.038201e+02	-1.035866e+00
1.038598741215175e-02	1.037572e+02	-1.035864e+00
1.038598841215175e-02	1.030823e+02	-1.035852e+00
1.038598941215175e-02	1.018345e+02	-1.035841e+00
1.038599041215174e-02	9.922469e+01	-1.035830e+00
1.038599141215174e-02	9.466365e+01	-1.035820e+00
1.038599241215174e-02	8.859169e+01	-1.035810e+00
1.038599341215174e-02	8.179085e+01	-1.035801e+00
1.038599449480287e-02	7.420970e+01	-1.035791e+00
1.038599574059145e-02	6.576984e+01	-1.035781e+00
1.038599693013697e-02	5.821681e+01	-1.035773e+00
1.038599839134844e-02	4.954274e+01	-1.035763e+00
1.038600060483668e-02	3.714999e+01	-1.035752e+00
1.038600295148209e-02	2.462674e+01	-1.035742e+00
1.038600518919868e-02	1.315656e+01	-1.035736e+00
1.038600788398415e-02	-1.898804e-01	-1.035731e+00
1.038601037485281e-02	-1.207629e+01	-1.035730e+00
1.038601350629103e-02	-2.634631e+01	-1.035733e+00
1.038601680418354e-02	-4.041493e+01	-1.035741e+00
1.038602118583785e-02	-5.726352e+01	-1.035759e+00
1.038602600377439e-02	-7.260858e+01	-1.035786e+00
1.038603236636220e-02	-8.751148e+01	-1.035830e+00
1.038603709078029e-02	-9.443113e+01	-1.035868e+00
1.038604127847675e-02	-9.758355e+01	-1.035904e+00
1.038604506986656e-02	-9.894264e+01	-1.035937e+00
1.038604918008045e-02	-9.963138e+01	-1.035974e+00
1.038605272530537e-02	-9.993514e+01	-1.036005e+00
1.038605586473355e-02	-1.000928e+02	-1.036034e+00
1.038605932736968e-02	-1.002181e+02	-1.036065e+00
1.038606298549861e-02	-1.003276e+02	-1.036098e+00
1.038606722268871e-02	-1.004411e+02	-1.036136e+00
1.038607216851372e-02	-1.005656e+02	-1.036180e+00
1.038607753701695e-02	-1.006962e+02	-1.036229e+00
1.038608446669242e-02	-1.008619e+02	-1.036291e+00
1.038609173641908e-02	-1.010345e+02	-1.036357e+00
1.038610478257243e-02	-1.013433e+02	-1.036476e+00
1.038611755104350e-02	-1.016451e+02	-1.036592e+00
1.038614308798564e-02	-1.022324e+02	-1.036826e+00
1.038617262230845e-02	-1.028077e+02	-1.037098e+00
1.038618455592796e-02	-1.029244e+02	-1.037209e+00
1.038619598696674e-02	-1.029471e+02	-1.037314e+00
1.038620644322807e-02	-1.029558e+02	-1.037411e+00
1.038621592246135e-02	-1.029604e+02	-1.037499e+00
1.038622926376222e-02	-1.029643e+02	-1.037623e+00
1.038624250509289e-02	-1.029671e+02	-1.037745e+00
1.038626038093084e-02	-1.029694e+02	-1.037911e+00
1.038628408238319e-02	-1.029716e+02	-1.038130e+00
1.038631899353106e-02	-1.029735e+02	-1.038453e+00
1.038637509884291e-02	-1.029753e+02	-1.038973e+00
1.038647936073784e-02	-1.029770e+02	-1.039938e+00
1.038662555069542e-02	-1.029782e+02	-1.041291e+00
1.038680544082361e-02	-1.029787e+02	-1.042956e+00
1.038696992809798e-02	-1.029787e+02	-1.044478e+00
1.038713383094986e-02	-1.029786e+02	-1.045995e+00
1.038732188334950e-02	-1.029783e+02	-1.047735e+00
1.038753572696506e-02	-1.029778e+02	-1.049712e+00
1.038778415450997e-02	-1.029771e+02	-1.052010e+00
1.038803194699797e-02	-1.029764e+02	-1.054300e+00
1.038830112498278e-02	-1.029756e+02	-1.056788e+00
1.038856495971607e-02	-1.029748e+02	-1.059226e+00
1.038892291251759e-02	-1.029737e+02	-1.062532e+00
1.038926380244757e-02	-1.029727e+02	-1.065679e+00
1.038960638649012e-02	-1.029716e+02	-1.068841e+00
1.038987438421291e-02	-1.029708e+02	-1.071314e+00
1.039002570038181e-02	-1.029703e+02	-1.072710e+00
1.039009602966575e-02	-1.029701e+02	-1.073359e+00
1.039013349742170e-02	-1.029699e+02	-1.073704e+00
1.039016520628639e-02	-1.029698e+02	-1.073997e+00
1.039019604134693e-02	-1.029698e+02	-1.074281e+00
1.039024280938586e-02	-1.029696e+02	-1.074713e+00
1.039032085054026e-02	-1.029694e+02	-1.075432e+00
1.039042956536849e-02	-1.029690e+02	-1.076435e+00
1.039064699502497e-02	-1.029683e+02	-1.078439e+00
1.039108185433792e-02	-1.029670e+02	-1.082446e+00
1.039195157296383e-02	-1.029643e+02	-1.090454e+00
1.039369101021564e-02	-1.029589e+02	-1.106441e+00
1.039716988471926e-02	-1.029481e+02	-1.138310e+00
1.040412763372649e-02	-1.029267e+02	-1.201619e+00
1.041804313174097e-02	-1.028844e+02	-1.326553e+00
1.044587412776992e-02	-1.028021e+02	-1.569857e+00
1.050153611982782e-02	-1.026454e+02	-2.033050e+00
1.059919236982782e-02	-1.023833e+02	-2.808461e+00
1.059932399138685e-02	-1.023829e+02	-2.809464e+00
1.059958723450491e-02	-1.023821e+02	-2.811420e+00
1.059964720937479e-02	-1.023819e+02	-2.811865e+00
1.059976793681307e-02	-1.023816e+02	-2.812762e+00
1.059982929044058e-02	-1.023815e+02	-2.813217e+00
1.059988870565414e-02	-1.023813e+02	-2.813658e+00
1.059994991100746e-02	-1.023812e+02	-2.814113e+00
1.060001262702941e-02	-1.023810e+02	-2.814578e+00
1.060007724364749e-02	-1.023808e+02	-2.815058e+00
1.060014497666713e-02	-1.023807e+02	-2.815561e+00
1.060021626312546e-02	-1.023805e+02	-2.816090e+00
1.060029202355905e-02	-1.023803e+02	-2.816652e+00
1.060037335865281e-02	-1.023801e+02	-2.817255e+00
1.060046121480975e-02	-1.023799e+02	-2.817907e+00
1.060055683785037e-02	-1.023796e+02	-2.818617e+00
1.060066196184620e-02	-1.023794e+02	-2.819397e+00
1.060077750546122e-02	-1.023791e+02	-2.820254e+00
1.060106295661289e-02	-1.023784e+02	-2.822371e+00
1.060134840776456e-02	-1.023776e+02	-2.824487e+00
1.060163385891622e-02	-1.023769e+02	-2.826603e+00
1.060191931006789e-02	-1.023762e+02	-2.828718e+00
1.060220476121956e-02	-1.023755e+02	-2.830832e+00
1.060249021237123e-02	-1.023748e+02	-2.832946e+00
1.060277566352289e-02	-1.023741e+02	-2.835059e+00
1.062068471890283e-02	-1.023297e+02	-2.966146e+00
1.063728498169442e-02	-1.022892e+02	-3.085998e+00
1.063745664747386e-02	-1.022888e+02	-3.087226e+00
1.064097157668378e-02	-1.022803e+02	-3.112270e+00
1.064447668762140e-02	-1.022719e+02	-3.137132e+00
1.065148690949663e-02	-1.022551e+02	-3.186697e+00
1.065156906053423e-02	-1.022549e+02	-3.187276e+00
1.065189766468463e-02	-1.022541e+02	-3.189588e+00
1.065233580355183e-02	-1.022531e+02	-3.192669e+00
1.065321208128624e-02	-1.022510e+02	-3.198827e+00
1.065496463675504e-02	-1.022468e+02	-3.211131e+00
1.065512893883025e-02	-1.022464e+02	-3.212284e+00
1.065589568184785e-02	-1.022446e+02	-3.217658e+00
1.065644662597754e-02	-1.022433e+02	-3.221517e+00
1.065644801767953e-02	-1.022433e+02	-3.221527e+00
1.065644871630190e-02	-1.022433e+02	-3.221532e+00
1.065644917507820e-02	-1.022433e+02	-3.221535e+00
1.065644945494301e-02	-1.022433e+02	-3.221537e+00
1.065644964033151e-02	-1.022433e+02	-3.221538e+00
1.065644980844535e-02	-1.022433e+02	-3.221539e+00
1.065644998328617e-02	-1.022433e+02	-3.221541e+00
1.065645016227299e-02	-1.022433e+02	-3.221542e+00
1.065645039954609e-02	-1.022433e+02	-3.221544e+00
1.065645059551367e-02	-1.022433e+02	-3.221545e+00
1.065645073091923e-02	-1.022433e+02	-3.221546e+00
1.065645086134914e-02	-1.022433e+02	-3.221547e+00
1.065645100007646e-02	-1.022433e+02	-3.221548e+00
1.065645102116334e-02	-1.022433e+02	-3.221548e+00
1.065645106333969e-02	-1.022433e+02	-3.221548e+00
1.065645206333968e-02	-1.022433e+02	-3.221555e+00
1.065645306333968e-02	-1.022433e+02	-3.221562e+00
1.065645318833968e-02	-1.022433e+02	-3.221563e+00
1.065645331868225e-02	-1.022433e+02	-3.221564e+00
1.065645340027351e-02	-1.022433e+02	-3.221565e+00
1.065645352527351e-02	-1.022433e+02	-3.221565e+00
1.065645365027350e-02	-1.022433e+02	-3.221566e+00
1.065645377527350e-02	-1.022433e+02	-3.221567e+00
1.065645396472677e-02	-1.022433e+02	-3.221569e+00
1.065645416597106e-02	-1.022433e+02	-3.221570e+00
1.065645446048937e-02	-1.022433e+02	-3.221572e+00
1.065645478634687e-02	-1.022433e+02	-3.221574e+00
1.065645543806186e-02	-1.022433e+02	-3.221579e+00
1.065645654214494e-02	-1.022433e+02	-3.221587e+00
1.065645844898131e-02	-1.022433e+02	-3.221600e+00
1.065646150917801e-02	-1.022433e+02	-3.221622e+00
1.065646284928088e-02	-1.022433e+02	-3.221631e+00
1.065646367583196e-02	-1.022433e+02	-3.221637e+00
1.065646400885156e-02	-1.022433e+02	-3.221639e+00
1.065646421807893e-02	-1.022433e+02	-3.221640e+00
1.065646433840536e-02	-1.022433e+02	-3.221641e+00
1.065646533840536e-02	-1.022433e+02	-3.221648e+00
1.065646633840536e-02	-1.022433e+02	-3.221655e+00
1.065646733840536e-02	-1.022433e+02	-3.221662e+00
1.065646833840536e-02	-1.022433e+02	-3.221669e+00
1.065646933840536e-02	-1.022433e+02	-3.221676e+00
1.065647033840536e-02	-1.022437e+02	-3.221683e+00
1.065647133840536e-02	-1.022456e+02	-3.221690e+00
1.065647233840536e-02	-1.022549e+02	-3.221697e+00
1.065647333840536e-02	-1.022790e+02	-3.221704e+00
1.065647433840535e-02	-1.023091e+02	-3.221711e+00
1.065647533840535e-02	-1.023243e+02	-3.221718e+00
1.065647633840535e-02	-1.023216e+02	-3.221725e+00
1.065647733840535e-02	-1.023115e+02	-3.221732e+00
1.065647833840535e-02	-1.022992e+02	-3.221739e+00
1.065647989284299e-02	-1.022749e+02	-3.221750e+00
1.065648154312085e-02	-1.022287e+02	-3.221762e+00
1.065648348286376e-02	-1.020785e+02	-3.221775e+00
1.065648513650982e-02	-1.017893e+02	-3.221787e+00
1.065648675295179e-02	-1.013850e+02	-3.221798e+00
1.065648849173287e-02	-1.009070e+02	-3.221810e+00
1.065648923019555e-02	-1.005883e+02	-3.221815e+00
1.065648970149905e-02	-1.000193e+02	-3.221818e+00
1.065649004004933e-02	-9.878857e+01	-3.221821e+00
1.065649047791575e-02	-9.531925e+01	-3.221823e+00
1.065649093490431e-02	-8.914243e+01	-3.221826e+00
1.065649146202040e-02	-7.906880e+01	-3.221829e+00
1.065649202052963e-02	-6.612433e+01	-3.221831e+00
1.065649279022890e-02	-4.701477e+01	-3.221833e+00
1.065649380394744e-02	-2.306610e+01	-3.221833e+00
1.065649452411249e-02	-8.748808e+00	-3.221832e+00
1.065649489193079e-02	-3.400314e+00	-3.221831e+00
1.065649510671759e-02	-1.335976e+00	-3.221831e+00
1.065649522920277e-02	-5.364268e-01	-3.221830e+00
1.065649523144465e-02	-5.254946e-01	-3.221830e+00
1.065649523151471e-02	-5.252011e-01	-3.221830e+00
1.065649523165483e-02	-5.246149e-01	-3.221830e+00
1.065649523193506e-02	-5.234257e-01	-3.221830e+00
1.065649523194409e-02	-5.233911e-01	-3.221830e+00
1.065649623194409e-02	-2.025336e-01	-3.221827e+00
1.065649635694409e-02	-1.825584e-01	-3.221827e+00
1.065649656181423e-02	-1.798184e-01	-3.221826e+00
1.065649684147197e-02	-1.772676e-01	-3.221825e+00
1.065649706182297e-02	-1.757134e-01	-3.221824e+00
1.065649734043043e-02	-1.741036e-01	-3.221823e+00
1.065649777548119e-02	-1.720346e-01	-3.221822e+00
1.065649864558273e-02	-1.688050e-01	-3.221819e+00
1.065650005832160e-02	-1.648917e-01	-3.221815e+00
1.065650171647400e-02	-1.615119e-01	-3.221809e+00
1.065650322446227e-02	-1.591965e-01	-3.221805e+00
1.065650460618957e-02	-1.575278e-01	-3.221800e+00
1.065650611328117e-02	-1.560348e-01	-3.221795e+00
1.065650756430153e-02	-1.548280e-01	-3.221791e+00
1.065650910074262e-02	-1.537415e-01	-3.221786e+00
1.065651060392114e-02	-1.528264e-01	-3.221781e+00
1.065651220066267e-02	-1.519836e-01	-3.221776e+00
1.065651381092851e-02	-1.512418e-01	-3.221771e+00
1.065651554154629e-02	-1.505444e-01	-3.221765e+00
1.065651734375745e-02	-1.499084e-01	-3.221759e+00
1.065651931845996e-02	-1.492994e-01	-3.221753e+00
1.065652145152697e-02	-1.487265e-01	-3.221746e+00
1.065652384614707e-02	-1.481701e-01	-3.221738e+00
1.065652652645842e-02	-1.476362e-01	-3.221730e+00
1.065652960563653e-02	-1.471168e-01	-3.221720e+00
1.065653316579461e-02	-1.466159e-01	-3.221709e+00
1.065653733447137e-02	-1.461362e-01	-3.221695e+00
1.065654229329121e-02	-1.456800e-01	-3.221679e+00
1.065654818167574e-02	-1.452594e-01	-3.221660e+00
1.065655537105474e-02	-1.448731e-01	-3.221637e+00
1.065656399698086e-02	-1.445383e-01	-3.221610e+00
1.065657480603437e-02	-1.442477e-01	-3.221575e+00
1.065658787970589e-02	-1.440150e-01	-3.221533e+00
1.065660472515111e-02	-1.438245e-01	-3.221479e+00
1.065662524205085e-02	-1.444061e-01	-3.221413e+00
1.065664940519540e-02	-1.474775e-01	-3.221336e+00
1.065667545933351e-02	-1.523654e-01	-3.221252e+00
1.065669289630262e-02	-1.545726e-01	-3.221196e+00
1.065671466116338e-02	-1.556298e-01	-3.221126e+00
1.065673686195958e-02	-1.561062e-01	-3.221055e+00
1.065676276049662e-02	-1.563342e-01	-3.220972e+00
1.065679985295430e-02	-1.564571e-01	-3.220853e+00
1.065685830629925e-02	-1.565042e-01	-3.220666e+00
1.065693173558047e-02	-1.564841e-01	-3.220431e+00
1.065699938516446e-02	-1.564362e-01	-3.220214e+00
1.065706838534022e-02	-1.563749e-01	-3.219993e+00
1.065713460840414e-02	-1.563109e-01	-3.219780e+00
1.065720453046775e-02	-1.562408e-01	-3.219556e+00
1.065727221772481e-02	-1.561720e-01	-3.219340e+00
1.065734274429224e-02	-1.561000e-01	-3.219114e+00
1.065741032998824e-02	-1.560315e-01	-3.218897e+00
1.065748139162892e-02	-1.559600e-01	-3.218669e+00
1.065756325868154e-02	-1.558789e-01	-3.218407e+00
1.065765940154141e-02	-1.557851e-01	-3.218099e+00
1.065777555920093e-02	-1.556747e-01	-3.217727e+00
1.065792270719849e-02	-1.555387e-01	-3.217256e+00
1.065811342925449e-02	-1.553687e-01	-3.216645e+00
