time	V(A,N016)	I(L1)
5.207539355906320e-02	2.048671e+02	3.534955e+00
5.207542437987895e-02	2.048670e+02	3.535478e+00
5.207547237787766e-02	2.048668e+02	3.536291e+00
5.207554118940939e-02	2.048665e+02	3.537457e+00
5.207567059152211e-02	2.048660e+02	3.539650e+00
5.207591451262249e-02	2.048651e+02	3.543783e+00
5.207640235482327e-02	2.048632e+02	3.552045e+00
5.207737803922480e-02	2.048595e+02	3.568553e+00
5.207932940802788e-02	2.048521e+02	3.601506e+00
5.208323214563403e-02	2.048373e+02	3.667169e+00
5.209103762084633e-02	2.048079e+02	3.797517e+00
5.210664857127093e-02	2.047501e+02	4.054370e+00
5.213787047212013e-02	2.046370e+02	4.555729e+00
5.217920887361222e-02	2.044907e+02	5.204713e+00
5.217923854245370e-02	2.044905e+02	5.205167e+00
5.217924729837817e-02	2.044904e+02	5.205300e+00
5.217926210225948e-02	2.044904e+02	5.205526e+00
5.217928111080170e-02	2.044904e+02	5.205816e+00
5.217930017276574e-02	2.044903e+02	5.206106e+00
5.217933082585991e-02	2.044902e+02	5.206573e+00
5.217936514129912e-02	2.044900e+02	5.207097e+00
5.217941342690319e-02	2.044899e+02	5.207832e+00
5.217947743885729e-02	2.044897e+02	5.208808e+00
5.217956121476835e-02	2.044894e+02	5.210084e+00
5.217967761468958e-02	2.044890e+02	5.211858e+00
5.217983199339297e-02	2.044884e+02	5.214210e+00
5.217985850452830e-02	2.044883e+02	5.214614e+00
5.217986513231213e-02	2.044883e+02	5.214715e+00
5.217986927467703e-02	2.044883e+02	5.214778e+00
5.217987341704193e-02	2.044883e+02	5.214841e+00
5.217987755940683e-02	2.044883e+02	5.214904e+00
5.217988170177172e-02	2.044883e+02	5.214967e+00
5.217988584413662e-02	2.044882e+02	5.215030e+00
5.217988998650152e-02	2.044882e+02	5.215093e+00
5.217989412886642e-02	2.044882e+02	5.215157e+00
5.217989578581237e-02	2.044882e+02	5.215182e+00
5.217989613061515e-02	2.044882e+02	5.215187e+00
5.217989666943417e-02	2.044882e+02	5.215196e+00
5.217989691503629e-02	2.044882e+02	5.215199e+00
5.217989708909352e-02	2.044882e+02	5.215202e+00
5.217989724137293e-02	2.044882e+02	5.215204e+00
5.217989739829324e-02	2.044882e+02	5.215207e+00
5.217989757702465e-02	2.044882e+02	5.215209e+00
5.217989773765534e-02	2.044882e+02	5.215212e+00
5.217989787065531e-02	2.044882e+02	5.215214e+00
5.217989800238237e-02	2.044882e+02	5.215216e+00
5.217989811577799e-02	2.044882e+02	5.215218e+00
5.217989823740527e-02	2.044882e+02	5.215219e+00
5.217989841206428e-02	2.044882e+02	5.215222e+00
5.217989863090677e-02	2.044882e+02	5.215225e+00
5.217989906859174e-02	2.044882e+02	5.215232e+00
5.217989947020125e-02	2.044882e+02	5.215238e+00
5.217989991636284e-02	2.044882e+02	5.215245e+00
5.217990037299264e-02	2.044882e+02	5.215252e+00
5.217990055414059e-02	2.044882e+02	5.215255e+00
5.217990065987243e-02	2.044882e+02	5.215256e+00
5.217990074676741e-02	2.044882e+02	5.215258e+00
5.217990084433404e-02	2.044882e+02	5.215259e+00
5.217990092808981e-02	2.044882e+02	5.215261e+00
5.217990101689494e-02	2.044882e+02	5.215261e+00
5.217990113685073e-02	2.044882e+02	5.215263e+00
5.217990132260521e-02	2.044882e+02	5.215266e+00
5.217990158174619e-02	2.044882e+02	5.215270e+00
5.217990197066293e-02	2.044882e+02	5.215276e+00
5.217990255447829e-02	2.044882e+02	5.215285e+00
5.217990352510885e-02	2.044882e+02	5.215300e+00
5.217990511931548e-02	2.044882e+02	5.215324e+00
5.217990794986580e-02	2.044882e+02	5.215367e+00
5.217990905941238e-02	2.044882e+02	5.215384e+00
5.217990976695239e-02	2.044882e+02	5.215395e+00
5.217991018816463e-02	2.044882e+02	5.215401e+00
5.217991053559985e-02	2.044882e+02	5.215407e+00
5.217991084690065e-02	2.044882e+02	5.215411e+00
5.217991113998666e-02	2.044882e+02	5.215416e+00
5.217991141792813e-02	2.044882e+02	5.215420e+00
5.217991168226242e-02	2.044882e+02	5.215424e+00
5.217991193523824e-02	2.044882e+02	5.215428e+00
5.217991220408758e-02	2.044882e+02	5.215432e+00
5.217991244815811e-02	2.044882e+02	5.215436e+00
5.217991269669620e-02	2.044882e+02	5.215440e+00
5.217991292932380e-02	2.044882e+02	5.215443e+00
5.217991316431130e-02	2.044882e+02	5.215447e+00
5.217991339041305e-02	2.044882e+02	5.215450e+00
5.217991361866319e-02	2.044882e+02	5.215454e+00
5.217991384266486e-02	2.044882e+02	5.215457e+00
5.217991406934459e-02	2.044882e+02	5.215460e+00
5.217991429521521e-02	2.044882e+02	5.215464e+00
5.217991452502992e-02	2.044882e+02	5.215467e+00
5.217991475743739e-02	2.044882e+02	5.215471e+00
5.217991499823278e-02	2.044883e+02	5.215475e+00
5.217991513366580e-02	2.044883e+02	5.215477e+00
5.217991525632022e-02	2.044884e+02	5.215478e+00
5.217991539919110e-02	2.044885e+02	5.215481e+00
5.217991553764625e-02	2.044886e+02	5.215483e+00
5.217991569716016e-02	2.044888e+02	5.215485e+00
5.217991601618800e-02	2.044892e+02	5.215490e+00
5.217991603251031e-02	2.044892e+02	5.215490e+00
5.217991703251031e-02	2.044914e+02	5.215506e+00
5.217991803251031e-02	2.044929e+02	5.215521e+00
5.217991903251031e-02	2.044933e+02	5.215536e+00
5.217992003251031e-02	2.044932e+02	5.215551e+00
5.217992103251031e-02	2.044931e+02	5.215567e+00
5.217992203251031e-02	2.044930e+02	5.215582e+00
5.217992303251031e-02	2.044929e+02	5.215597e+00
5.217992403251031e-02	2.044930e+02	5.215612e+00
5.217992503251031e-02	2.044932e+02	5.215628e+00
5.217992603251031e-02	2.044946e+02	5.215643e+00
5.217992703251031e-02	2.044980e+02	5.215658e+00
5.217992803251031e-02	2.045017e+02	5.215673e+00
5.217992903251031e-02	2.045038e+02	5.215688e+00
5.217993003251031e-02	2.045047e+02	5.215703e+00
5.217993110509910e-02	2.045051e+02	5.215720e+00
5.217993256956761e-02	2.045054e+02	5.215742e+00
5.217993435770859e-02	2.045056e+02	5.215770e+00
5.217993641260995e-02	2.045058e+02	5.215801e+00
5.217993904973394e-02	2.045058e+02	5.215841e+00
5.217994217412942e-02	2.045058e+02	5.215889e+00
5.217994519246964e-02	2.045058e+02	5.215935e+00
5.217994823902126e-02	2.045057e+02	5.215981e+00
5.217995118966062e-02	2.045056e+02	5.216026e+00
5.217995428118265e-02	2.045056e+02	5.216073e+00
5.217995735028568e-02	2.045055e+02	5.216120e+00
5.217996057219227e-02	2.045054e+02	5.216169e+00
5.217996381638606e-02	2.045054e+02	5.216218e+00
5.217996727700355e-02	2.045048e+02	5.216271e+00
5.217997087605223e-02	2.045022e+02	5.216326e+00
5.217997339145748e-02	2.044971e+02	5.216364e+00
5.217997576395562e-02	2.044887e+02	5.216400e+00
5.217997701858560e-02	2.044823e+02	5.216419e+00
5.217997872115297e-02	2.044699e+02	5.216445e+00
5.217998050683329e-02	2.044512e+02	5.216473e+00
5.217998126768154e-02	2.044375e+02	5.216484e+00
5.217998174516299e-02	2.044192e+02	5.216491e+00
5.217998198400792e-02	2.043877e+02	5.216495e+00
5.217998207177509e-02	2.043549e+02	5.216496e+00
5.217998207184670e-02	2.043548e+02	5.216496e+00
5.217998207184698e-02	2.043548e+02	5.216496e+00
5.217998207184753e-02	2.043548e+02	5.216496e+00
5.217998207184763e-02	2.043548e+02	5.216496e+00
5.217998207184783e-02	2.043548e+02	5.216496e+00
5.217998307184783e-02	2.024834e+02	5.216512e+00
5.217998407184783e-02	1.993032e+02	5.216526e+00
5.217998507184782e-02	1.951892e+02	5.216540e+00
5.217998607184782e-02	1.910962e+02	5.216554e+00
5.217998707184782e-02	1.873048e+02	5.216568e+00
5.217998723100353e-02	1.867242e+02	5.216570e+00
5.217998754931493e-02	1.856049e+02	5.216574e+00
5.217998818593774e-02	1.835316e+02	5.216583e+00
5.217998932022769e-02	1.801605e+02	5.216598e+00
5.217999050901168e-02	1.769074e+02	5.216612e+00
5.217999210819699e-02	1.727825e+02	5.216632e+00
5.217999387594347e-02	1.683695e+02	5.216653e+00
5.217999541857529e-02	1.646040e+02	5.216671e+00
5.217999721019765e-02	1.603104e+02	5.216690e+00
5.217999890834935e-02	1.563179e+02	5.216708e+00
5.218000108753681e-02	1.513095e+02	5.216730e+00
5.218000343813035e-02	1.460668e+02	5.216753e+00
5.218000656652098e-02	1.393797e+02	5.216781e+00
5.218001015922100e-02	1.322055e+02	5.216811e+00
5.218001510321484e-02	1.234429e+02	5.216848e+00
5.218002105905658e-02	1.149573e+02	5.216887e+00
5.218002772823412e-02	1.083457e+02	5.216927e+00
5.218003291832655e-02	1.053038e+02	5.216955e+00
5.218003651127721e-02	1.042445e+02	5.216974e+00
5.218004090902454e-02	1.036145e+02	5.216997e+00
5.218004459190353e-02	1.033375e+02	5.217016e+00
5.218004772774166e-02	1.032115e+02	5.217032e+00
5.218005104819081e-02	1.031286e+02	5.217049e+00
5.218005461331387e-02	1.030645e+02	5.217067e+00
5.218005868455942e-02	1.030050e+02	5.217088e+00
5.218006297190867e-02	1.029499e+02	5.217110e+00
5.218006880359730e-02	1.028801e+02	5.217139e+00
5.218007473311521e-02	1.028116e+02	5.217169e+00
5.218008340659127e-02	1.027134e+02	5.217213e+00
5.218009219597008e-02	1.026146e+02	5.217257e+00
5.218010561147386e-02	1.024642e+02	5.217325e+00
5.218011932783913e-02	1.023105e+02	5.217394e+00
5.218014083073944e-02	1.020696e+02	5.217502e+00
5.218016317503243e-02	1.018355e+02	5.217613e+00
5.218018010432882e-02	1.017137e+02	5.217697e+00
5.218020442762455e-02	1.016357e+02	5.217817e+00
5.218022319937562e-02	1.016124e+02	5.217910e+00
5.218024349012788e-02	1.016012e+02	5.218010e+00
5.218027042227896e-02	1.015928e+02	5.218143e+00
5.218030226279022e-02	1.015868e+02	5.218300e+00
5.218034241784524e-02	1.015823e+02	5.218499e+00
5.218041256575812e-02	1.015777e+02	5.218845e+00
5.218048304424790e-02	1.015749e+02	5.219193e+00
5.218055150453920e-02	1.015731e+02	5.219531e+00
5.218061889402507e-02	1.015719e+02	5.219864e+00
5.218068500359644e-02	1.015710e+02	5.220190e+00
5.218075995107613e-02	1.015702e+02	5.220560e+00
5.218084298608764e-02	1.015695e+02	5.220970e+00
5.218095127163810e-02	1.015688e+02	5.221504e+00
5.218107016561264e-02	1.015682e+02	5.222091e+00
5.218124205628700e-02	1.015675e+02	5.222939e+00
5.218144531285666e-02	1.015668e+02	5.223942e+00
5.218165215479621e-02	1.015663e+02	5.224962e+00
5.218186973531626e-02	1.015658e+02	5.226035e+00
5.218206012042299e-02	1.015654e+02	5.226973e+00
5.218228022367096e-02	1.015650e+02	5.228058e+00
5.218245304546498e-02	1.015647e+02	5.228909e+00
5.218264121836563e-02	1.015644e+02	5.229836e+00
5.218277686391546e-02	1.015641e+02	5.230505e+00
5.218294030256277e-02	1.015639e+02	5.231309e+00
5.218304255376895e-02	1.015637e+02	5.231813e+00
5.218317239382161e-02	1.015635e+02	5.232452e+00
5.218325682657817e-02	1.015633e+02	5.232868e+00
5.218333070908594e-02	1.015632e+02	5.233232e+00
5.218338305088955e-02	1.015631e+02	5.233490e+00
5.218342307845126e-02	1.015630e+02	5.233686e+00
5.218345337587340e-02	1.015630e+02	5.233836e+00
5.218347706230842e-02	1.015629e+02	5.233952e+00
5.218349695191603e-02	1.015629e+02	5.234050e+00
5.218351463747179e-02	1.015629e+02	5.234137e+00
5.218353266450664e-02	1.015628e+02	5.234226e+00
5.218355022944118e-02	1.015628e+02	5.234313e+00
5.218356959846433e-02	1.015628e+02	5.234407e+00
5.218359192337956e-02	1.015627e+02	5.234518e+00
5.218361915977730e-02	1.015627e+02	5.234652e+00
5.218365740894327e-02	1.015626e+02	5.234840e+00
5.218372285071928e-02	1.015625e+02	5.235162e+00
5.218385173449907e-02	1.015623e+02	5.235796e+00
5.218410950205864e-02	1.015619e+02	5.237064e+00
5.218462503717778e-02	1.015610e+02	5.239598e+00
5.218554414612554e-02	1.015595e+02	5.244114e+00
5.218601435201724e-02	1.015587e+02	5.246424e+00
5.218631880937475e-02	1.015582e+02	5.247918e+00
5.218648802455943e-02	1.015579e+02	5.248749e+00
5.218661732906551e-02	1.015577e+02	5.249383e+00
5.218673980548520e-02	1.015575e+02	5.249984e+00
5.218685763482365e-02	1.015573e+02	5.250562e+00
5.218700968980480e-02	1.015571e+02	5.251307e+00
5.218720902823066e-02	1.015567e+02	5.252285e+00
5.218742573045033e-02	1.015564e+02	5.253347e+00
5.218766071641878e-02	1.015560e+02	5.254499e+00
5.218794681715614e-02	1.015555e+02	5.255901e+00
5.218828463218842e-02	1.015550e+02	5.257555e+00
5.218865170777904e-02	1.015544e+02	5.259353e+00
5.218923212364677e-02	1.015534e+02	5.262193e+00
5.218977570194911e-02	1.015525e+02	5.264852e+00
5.219086285855380e-02	1.015507e+02	5.270164e+00
5.219214711372381e-02	1.015486e+02	5.276430e+00
5.219471562406384e-02	1.015443e+02	5.288931e+00
5.219952059100812e-02	1.015365e+02	5.312207e+00
5.220913052489669e-02	1.015209e+02	5.358327e+00
5.222835039267384e-02	1.014902e+02	5.448880e+00
5.226679012822814e-02	1.014311e+02	5.623480e+00
5.234366959933674e-02	1.013197e+02	5.952726e+00
5.244132584933673e-02	1.011858e+02	6.348418e+00
5.244189805392657e-02	1.011850e+02	6.350594e+00
5.244233629451433e-02	1.011844e+02	6.352244e+00
5.247871408464892e-02	1.011391e+02	6.486166e+00
5.251210668771304e-02	1.010986e+02	6.605730e+00
5.251215560265892e-02	1.010985e+02	6.605901e+00
5.251482011655757e-02	1.010954e+02	6.615220e+00
5.251750325872095e-02	1.010922e+02	6.624571e+00
5.252286954304772e-02	1.010859e+02	6.643220e+00
5.252421111412942e-02	1.010844e+02	6.647868e+00
5.252689425629280e-02	1.010812e+02	6.657127e+00
5.253226054061958e-02	1.010750e+02	6.675597e+00
5.253360211170128e-02	1.010734e+02	6.680200e+00
5.253829761048721e-02	1.010680e+02	6.696248e+00
5.254144846834995e-02	1.010643e+02	6.706977e+00
5.254144977847796e-02	1.010643e+02	6.706982e+00
5.254145010600996e-02	1.010643e+02	6.706983e+00
5.254145076107396e-02	1.010643e+02	6.706985e+00
5.254145120708661e-02	1.010643e+02	6.706986e+00
5.254145120709020e-02	1.010643e+02	6.706986e+00
5.254145220709020e-02	1.010643e+02	6.706990e+00
5.254145320709020e-02	1.010643e+02	6.706993e+00
5.254145420709020e-02	1.010643e+02	6.706997e+00
5.254145520733434e-02	1.010643e+02	6.707000e+00
5.254145533233433e-02	1.010643e+02	6.707001e+00
5.254145545733433e-02	1.010643e+02	6.707001e+00
5.254145558233433e-02	1.010643e+02	6.707001e+00
5.254145570733432e-02	1.010643e+02	6.707002e+00
5.254145583233432e-02	1.010643e+02	6.707002e+00
5.254145584802036e-02	1.010643e+02	6.707002e+00
5.254145597302082e-02	1.010643e+02	6.707003e+00
5.254145697302082e-02	1.010643e+02	6.707006e+00
5.254145797302082e-02	1.010643e+02	6.707009e+00
5.254145897302082e-02	1.010643e+02	6.707013e+00
5.254146041913977e-02	1.010643e+02	6.707018e+00
5.254146240664404e-02	1.010643e+02	6.707025e+00
5.254146323302648e-02	1.010643e+02	6.707027e+00
5.254146375895883e-02	1.010643e+02	6.707029e+00
5.254146408764677e-02	1.010643e+02	6.707030e+00
5.254146436894284e-02	1.010643e+02	6.707031e+00
5.254146440251699e-02	1.010643e+02	6.707031e+00
5.254146540251699e-02	1.010644e+02	6.707035e+00
5.254146640251699e-02	1.010647e+02	6.707038e+00
5.254146740251699e-02	1.010676e+02	6.707042e+00
5.254146840251699e-02	1.010822e+02	6.707045e+00
5.254146940251699e-02	1.011172e+02	6.707048e+00
5.254147040251699e-02	1.011558e+02	6.707052e+00
5.254147140251699e-02	1.011704e+02	6.707055e+00
5.254147240251699e-02	1.011609e+02	6.707058e+00
5.254147340251699e-02	1.011418e+02	6.707062e+00
5.254147440251699e-02	1.011178e+02	6.707066e+00
5.254147526308778e-02	1.010910e+02	6.707068e+00
5.254147580284876e-02	1.010672e+02	6.707070e+00
5.254147625883378e-02	1.010389e+02	6.707072e+00
5.254147658868692e-02	1.010095e+02	6.707073e+00
5.254147692454628e-02	1.009651e+02	6.707074e+00
5.254147727432260e-02	1.008951e+02	6.707075e+00
5.254147762112945e-02	1.007960e+02	6.707077e+00
5.254147804239880e-02	1.006496e+02	6.707078e+00
5.254147840379545e-02	1.005168e+02	6.707079e+00
5.254147880165794e-02	1.003701e+02	6.707080e+00
5.254147929467857e-02	1.001883e+02	6.707082e+00
5.254148028071980e-02	9.982045e+01	6.707085e+00
5.254148069971339e-02	9.964920e+01	6.707087e+00
5.254148096062829e-02	9.950673e+01	6.707088e+00
5.254148112162576e-02	9.870291e+01	6.707088e+00
5.254148212162576e-02	8.561365e+01	6.707089e+00
5.254148312162576e-02	6.495770e+01	6.707089e+00
5.254148412162576e-02	4.024759e+01	6.707087e+00
5.254148512162576e-02	1.602875e+01	6.707082e+00
5.254148528243897e-02	1.261844e+01	6.707081e+00
5.254148560406539e-02	7.263916e+00	6.707079e+00
5.254148615010076e-02	4.562683e-01	6.707076e+00
5.254148631629129e-02	-8.684998e-01	6.707075e+00
5.254148631632181e-02	-8.686218e-01	6.707075e+00
5.254148631638284e-02	-8.687744e-01	6.707075e+00
5.254148631639784e-02	-8.688049e-01	6.707075e+00
5.254148631642783e-02	-8.688965e-01	6.707075e+00
5.254148631645835e-02	-8.689575e-01	6.707075e+00
5.254148631651939e-02	-8.690491e-01	6.707075e+00
5.254148631652127e-02	-8.690491e-01	6.707075e+00
5.254148631652174e-02	-8.690491e-01	6.707075e+00
5.254148631652269e-02	-8.690796e-01	6.707075e+00
5.254148631652292e-02	-8.691101e-01	6.707075e+00
5.254148631679758e-02	-8.697510e-01	6.707075e+00
5.254148631680521e-02	-8.697510e-01	6.707075e+00
5.254148631682048e-02	-8.697815e-01	6.707075e+00
5.254148631730875e-02	-8.705750e-01	6.707075e+00
5.254148644230885e-02	-9.610596e-01	6.707074e+00
5.254148744230885e-02	-9.807739e-01	6.707067e+00
5.254148844230885e-02	-9.909973e-01	6.707060e+00
5.254148944230885e-02	-9.954224e-01	6.707054e+00
5.254149010267559e-02	-9.975586e-01	6.707049e+00
5.254149088401209e-02	-9.996033e-01	6.707044e+00
5.254149166477402e-02	-1.001282e+00	6.707038e+00
5.254149251380980e-02	-1.002808e+00	6.707033e+00
5.254149353995801e-02	-1.004364e+00	6.707026e+00
5.254149461531100e-02	-1.005707e+00	6.707018e+00
5.254149577145435e-02	-1.006958e+00	6.707010e+00
5.254149684227254e-02	-1.007965e+00	6.707003e+00
5.254149796503308e-02	-1.008881e+00	6.706995e+00
5.254149908258795e-02	-1.009644e+00	6.706988e+00
5.254150028485354e-02	-1.010406e+00	6.706980e+00
5.254150152497549e-02	-1.011078e+00	6.706971e+00
5.254150286828706e-02	-1.011719e+00	6.706962e+00
5.254150430376554e-02	-1.012329e+00	6.706952e+00
5.254150589597337e-02	-1.012939e+00	6.706942e+00
5.254150765760979e-02	-1.013519e+00	6.706930e+00
5.254150966216565e-02	-1.014099e+00	6.706916e+00
5.254151194558290e-02	-1.014648e+00	6.706900e+00
5.254151460475617e-02	-1.015198e+00	6.706882e+00
5.254151770766862e-02	-1.015717e+00	6.706861e+00
5.254152138959504e-02	-1.016235e+00	6.706836e+00
5.254152576792739e-02	-1.016693e+00	6.706806e+00
5.254153104432948e-02	-1.017120e+00	6.706770e+00
5.254153742342692e-02	-1.017517e+00	6.706727e+00
5.254154522368020e-02	-1.017822e+00	6.706674e+00
5.254155480644736e-02	-1.018066e+00	6.706608e+00
5.254156669930433e-02	-1.018250e+00	6.706527e+00
5.254158155614783e-02	-1.018372e+00	6.706426e+00
5.254160029596822e-02	-1.018433e+00	6.706299e+00
5.254162414419592e-02	-1.018433e+00	6.706136e+00
5.254165476961279e-02	-1.018433e+00	6.705928e+00
5.254169519098615e-02	-1.018402e+00	6.705653e+00
5.254175060939444e-02	-1.018341e+00	6.705275e+00
5.254181448519944e-02	-1.018311e+00	6.704841e+00
5.254187420309548e-02	-1.018250e+00	6.704434e+00
5.254194312650404e-02	-1.018219e+00	6.703965e+00
5.254200834221767e-02	-1.018158e+00	6.703521e+00
5.254207836773287e-02	-1.018127e+00	6.703044e+00
5.254214486941967e-02	-1.018066e+00	6.702592e+00
5.254221472695565e-02	-1.018005e+00	6.702116e+00
5.254228214135975e-02	-1.017944e+00	6.701658e+00
5.254235191491414e-02	-1.017883e+00	6.701183e+00
5.254241985518580e-02	-1.017853e+00	6.700721e+00
5.254248945637496e-02	-1.017792e+00	6.700247e+00
5.254255769470813e-02	-1.017761e+00	6.699783e+00
5.254262716743916e-02	-1.017670e+00	6.699310e+00
5.254269557076512e-02	-1.017639e+00	6.698845e+00
5.254276497560725e-02	-1.017578e+00	6.698373e+00
5.254283602275698e-02	-1.017548e+00	6.697890e+00
5.254291404686517e-02	-1.017456e+00	6.697360e+00
5.254300870867886e-02	-1.017395e+00	6.696716e+00
5.254311961566242e-02	-1.017303e+00	6.695962e+00
5.254326171403823e-02	-1.017212e+00	6.694996e+00
5.254344400006216e-02	-1.017059e+00	6.693757e+00
5.254361923351018e-02	-1.016907e+00	6.692566e+00
5.254379613066936e-02	-1.016754e+00	6.691364e+00
5.254396074151436e-02	-1.016632e+00	6.690246e+00
5.254413437791363e-02	-1.016510e+00	6.689067e+00
5.254429586577480e-02	-1.016388e+00	6.687970e+00
5.254444677802365e-02	-1.016235e+00	6.686945e+00
5.254460828105943e-02	-1.016113e+00	6.685849e+00
5.254475141680876e-02	-1.015991e+00	6.684877e+00
5.254489592559220e-02	-1.015900e+00	6.683897e+00
5.254504254176041e-02	-1.015778e+00	6.682902e+00
5.254519717417861e-02	-1.015686e+00	6.681853e+00
5.254535283816934e-02	-1.015533e+00	6.680797e+00
5.254550103321486e-02	-1.015442e+00	6.679791e+00
5.254568300510621e-02	-1.015289e+00	6.678557e+00
5.254584954224547e-02	-1.015167e+00	6.677428e+00
5.254607839010177e-02	-1.014984e+00	6.675877e+00
5.254628930538254e-02	-1.014801e+00	6.674448e+00
5.254662036127949e-02	-1.014557e+00	6.672205e+00
5.254693234840480e-02	-1.014282e+00	6.670092e+00
5.254755632265543e-02	-1.013824e+00	6.665868e+00
5.254815610027518e-02	-1.013367e+00	6.661810e+00
5.254935565551468e-02	-1.012421e+00	6.653704e+00
5.256449393892192e-02	-1.000731e+00	6.552996e+00
5.257963222232916e-02	-9.891849e-01	6.453572e+00
5.259477050573639e-02	-9.777838e-01	6.355433e+00
5.260990878914363e-02	-9.665272e-01	6.258578e+00
5.262504707255086e-02	-9.554151e-01	6.163007e+00
5.264018535595810e-02	-9.444474e-01	6.068721e+00
5.265532363936534e-02	-9.336243e-01	5.975720e+00
5.266658260805098e-02	-9.255981e-01	5.906828e+00
5.266661764904066e-02	-9.255676e-01	5.906619e+00
5.266668773102003e-02	-9.255066e-01	5.906198e+00
5.268098458787306e-02	-9.156712e-01	5.821635e+00
5.269528144472609e-02	-9.059405e-01	5.738066e+00
5.270957830157912e-02	-8.963143e-01	5.655491e+00
5.272387515843215e-02	-8.867929e-01	5.573909e+00
5.273817201528518e-02	-8.773760e-01	5.493322e+00
5.275246887213821e-02	-8.680638e-01	5.413729e+00
5.276676572899124e-02	-8.588562e-01	5.335129e+00
5.276683725456497e-02	-8.588257e-01	5.334740e+00
5.279115594963333e-02	-8.435974e-01	5.204512e+00
5.279115604276568e-02	-8.435974e-01	5.204512e+00
5.279115704276568e-02	-8.435974e-01	5.204506e+00
5.279115804276568e-02	-8.435974e-01	5.204501e+00
5.279116004276568e-02	-8.435974e-01	5.204490e+00
5.279116404276567e-02	-8.435669e-01	5.204469e+00
5.279174804276567e-02	-8.432125e-01	5.201382e+00
5.279233204276568e-02	-8.428556e-01	5.198297e+00
5.279291604276568e-02	-8.424963e-01	5.195213e+00
5.279350004276567e-02	-8.421344e-01	5.192130e+00
5.279408404276567e-02	-8.417701e-01	5.189050e+00
5.279466804276568e-02	-8.414033e-01	5.185970e+00
5.279525204276567e-02	-8.410339e-01	5.182893e+00
5.279589204276567e-02	-8.406677e-01	5.179522e+00
5.279653829276566e-02	-8.402405e-01	5.176121e+00
5.279653954276566e-02	-8.402710e-01	5.176114e+00
5.279654004276566e-02	-8.402710e-01	5.176112e+00
5.279654068740055e-02	-8.402710e-01	5.176108e+00
5.279654140378021e-02	-8.402710e-01	5.176105e+00
5.279654170379331e-02	-8.402710e-01	5.176103e+00
5.279654170418761e-02	-8.402710e-01	5.176103e+00
5.279654170428618e-02	-8.402710e-01	5.176103e+00
5.279654170431083e-02	-8.402710e-01	5.176103e+00
5.279654270431083e-02	-8.402710e-01	5.176098e+00
5.279654370431083e-02	-8.402710e-01	5.176092e+00
5.279654470431083e-02	-8.402710e-01	5.176087e+00
5.279654570431083e-02	-8.402710e-01	5.176082e+00
5.279654582931082e-02	-8.402710e-01	5.176081e+00
5.279654602260606e-02	-8.402710e-01	5.176080e+00
5.279654623196751e-02	-8.402710e-01	5.176079e+00
5.279654635596751e-02	-8.402710e-01	5.176078e+00
5.279654735596751e-02	-8.402710e-01	5.176073e+00
5.279654835596751e-02	-8.402405e-01	5.176068e+00
5.279654951911939e-02	-8.402405e-01	5.176062e+00
5.279655184542317e-02	-8.402405e-01	5.176050e+00
5.279655550364914e-02	-8.402405e-01	5.176030e+00
5.279655648882898e-02	-8.402405e-01	5.176025e+00
5.279655695098186e-02	-8.402405e-01	5.176023e+00
5.279655795098186e-02	-8.402405e-01	5.176017e+00
5.279655895098186e-02	-8.402405e-01	5.176012e+00
5.279655995098186e-02	-8.402405e-01	5.176007e+00
5.279656095098186e-02	-8.402405e-01	5.176002e+00
5.279656195098186e-02	-8.402405e-01	5.175996e+00
5.279656295098186e-02	-8.402710e-01	5.175991e+00
5.279656395098186e-02	-8.402710e-01	5.175986e+00
5.279656495098186e-02	-8.402710e-01	5.175981e+00
5.279656595098186e-02	-8.402405e-01	5.175975e+00
5.279656695098186e-02	-8.402405e-01	5.175970e+00
5.279656795098186e-02	-8.402405e-01	5.175965e+00
5.279656895098186e-02	-8.402405e-01	5.175960e+00
5.279656995098186e-02	-8.402405e-01	5.175954e+00
5.279657095098186e-02	-8.402405e-01	5.175949e+00
5.279657251200540e-02	-8.402405e-01	5.175941e+00
5.279657496686938e-02	-8.402405e-01	5.175928e+00
5.279657890121190e-02	-8.402405e-01	5.175907e+00
5.279658307605168e-02	-8.402100e-01	5.175885e+00
5.279659142573122e-02	-8.402405e-01	5.175841e+00
5.279659562505285e-02	-8.402405e-01	5.175819e+00
5.279660402369610e-02	-8.402100e-01	5.175775e+00
5.279660616740570e-02	-8.402100e-01	5.175764e+00
5.279660755030826e-02	-8.401489e-01	5.175756e+00
5.279660820600138e-02	-8.401184e-01	5.175753e+00
5.279660875580467e-02	-8.400269e-01	5.175750e+00
5.279660939384732e-02	-8.398743e-01	5.175747e+00
5.279660998329350e-02	-8.396301e-01	5.175744e+00
5.279661068447675e-02	-8.392029e-01	5.175740e+00
5.279661141642090e-02	-8.385620e-01	5.175736e+00
5.279661233400534e-02	-8.373718e-01	5.175731e+00
5.279661343918806e-02	-8.353271e-01	5.175725e+00
5.279661502331989e-02	-8.312073e-01	5.175717e+00
5.279661722289173e-02	-8.234253e-01	5.175705e+00
5.279661964638740e-02	-8.115234e-01	5.175693e+00
5.279662391311996e-02	-7.837219e-01	5.175671e+00
5.279662558651425e-02	-7.689514e-01	5.175662e+00
5.279662664960049e-02	-7.560730e-01	5.175656e+00
