time	V(vd)	V(vgs)	Id(M1)
2.785891190239649e-004	3.762708e-002	5.001401e+000	1.420387e-001
2.785892777225847e-004	3.762447e-002	5.001318e+000	1.420431e-001
2.785895951198242e-004	3.761674e-002	5.001119e+000	1.420449e-001
2.785900000000000e-004	3.760457e-002	5.000834e+000	1.420164e-001
2.785900404880176e-004	3.760402e-002	5.000814e+000	1.420368e-001
2.785901214640527e-004	3.760266e-002	5.000781e+000	1.420484e-001
2.785902834161231e-004	3.760083e-002	5.000730e+000	1.420492e-001
2.785906073202637e-004	3.759960e-002	5.000636e+000	1.420510e-001
2.785912087503061e-004	3.759767e-002	5.000404e+000	1.420555e-001
2.785921851326150e-004	3.758338e-002	4.999660e+000	1.420635e-001
2.785935598386237e-004	3.753168e-002	4.997621e+000	1.420758e-001
2.785943586024011e-004	3.747410e-002	4.995549e+000	1.420840e-001
2.785948072085394e-004	3.742077e-002	4.993692e+000	1.420901e-001
2.785951223926853e-004	3.736156e-002	4.991704e+000	1.420969e-001
2.785954153454150e-004	3.728574e-002	4.989327e+000	1.421019e-001
2.785957458188233e-004	3.719863e-002	4.986675e+000	1.421012e-001
2.785960138950489e-004	3.714940e-002	4.984896e+000	1.420976e-001
2.785963107805626e-004	3.712443e-002	4.983316e+000	1.420943e-001
2.785965631810974e-004	3.712230e-002	4.982202e+000	1.420928e-001
2.785968338798900e-004	3.713444e-002	4.981175e+000	1.420925e-001
2.785971305315016e-004	3.715750e-002	4.980165e+000	1.420931e-001
2.785974360195009e-004	3.718793e-002	4.979209e+000	1.420945e-001
2.785980469954996e-004	3.725642e-002	4.977409e+000	1.420983e-001
2.785987457742551e-004	3.733732e-002	4.975429e+000	1.421033e-001
2.786001433317662e-004	3.749514e-002	4.971574e+000	1.421137e-001
2.786024849808589e-004	3.772746e-002	4.964707e+000	1.421320e-001
2.786048331360782e-004	3.782261e-002	4.954263e+000	1.421563e-001
2.786064667299562e-004	3.767086e-002	4.939952e+000	1.421756e-001
2.786082357031656e-004	3.736536e-002	4.915811e+000	1.421880e-001
2.786099714795331e-004	3.719860e-002	4.886916e+000	1.421928e-001
2.786117673105793e-004	3.734687e-002	4.852975e+000	1.421975e-001
2.786153589726716e-004	3.852803e-002	4.777574e+000	1.422073e-001
2.786205066294564e-004	4.200154e-002	4.660636e+000	1.422190e-001
2.786261904134538e-004	4.901037e-002	4.525194e+000	1.422201e-001
2.786321845144265e-004	6.297185e-002	4.382392e+000	1.421817e-001
2.786386702283162e-004	9.174759e-002	4.237152e+000	1.420244e-001
2.786431821453912e-004	1.311308e-001	4.152110e+000	1.417120e-001
2.786467236190789e-004	1.912102e-001	4.109646e+000	1.412290e-001
2.786508644597275e-004	2.994624e-001	4.091237e+000	1.407250e-001
2.786545015926331e-004	4.122021e-001	4.089279e+000	1.406303e-001
2.786584689751907e-004	5.384580e-001	4.089528e+000	1.406519e-001
2.786625481831334e-004	6.681032e-001	4.089361e+000	1.406322e-001
2.786707065990187e-004	9.286204e-001	4.089391e+000	1.406122e-001
2.786832853277137e-004	1.331470e+000	4.089334e+000	1.405470e-001
2.786984272754283e-004	1.818838e+000	4.089208e+000	1.404200e-001
2.787195974342025e-004	2.510734e+000	4.088678e+000	1.401015e-001
2.787454214084475e-004	3.388268e+000	4.087043e+000	1.393387e-001
2.787591185717940e-004	3.902979e+000	4.084964e+000	1.384494e-001
2.787708003760477e-004	4.416827e+000	4.081483e+000	1.369106e-001
2.787792650377656e-004	4.856590e+000	4.077455e+000	1.349458e-001
2.787844583519032e-004	5.164636e+000	4.073393e+000	1.322565e-001
2.787871269712405e-004	5.330193e+000	4.066364e+000	1.249967e-001
2.787886812690666e-004	5.417071e+000	4.052731e+000	1.114119e-001
2.787899025851101e-004	5.469840e+000	4.030437e+000	9.325601e-002
2.787912242039362e-004	5.510107e+000	3.994266e+000	7.201244e-002
2.787932526093003e-004	5.552008e+000	3.924629e+000	4.656320e-002
2.787955368364869e-004	5.583440e+000	3.835294e+000	3.021809e-002
2.787977744114735e-004	5.603745e+000	3.741118e+000	2.367196e-002
2.788003282413227e-004	5.619425e+000	3.630098e+000	2.112888e-002
2.788040257017117e-004	5.634955e+000	3.469046e+000	1.941969e-002
2.788100052919441e-004	5.651881e+000	3.216047e+000	1.741322e-002
2.788182356454556e-004	5.667460e+000	2.889053e+000	1.506556e-002
2.788271586271634e-004	5.678641e+000	2.570472e+000	1.288984e-002
2.788396888387040e-004	5.689131e+000	2.183605e+000	1.032727e-002
2.788518831123975e-004	5.696132e+000	1.869904e+000	8.284392e-003
2.788660547659706e-004	5.701711e+000	1.576879e+000	6.387370e-003
2.788801305619040e-004	5.705603e+000	1.348454e+000	4.905210e-003
2.788957938679665e-004	5.708632e+000	1.155042e+000	3.638500e-003
2.789122942513246e-004	5.710854e+000	1.004580e+000	2.640046e-003
2.789314014287914e-004	5.712561e+000	8.832057e-001	1.828853e-003
2.789577871334178e-004	5.714005e+000	7.741004e-001	1.113890e-003
2.789892026285611e-004	5.714944e+000	6.943644e-001	6.221171e-004
2.790202140640817e-004	5.715341e+000	6.487616e-001	3.697310e-004
2.790610955985075e-004	5.715439e+000	6.144996e-001	2.086302e-004
2.791083285361949e-004	5.715287e+000	5.914724e-001	1.210922e-004
2.791754117548591e-004	5.714874e+000	5.726038e-001	6.806653e-005
2.792597164539272e-004	5.714252e+000	5.583894e-001	4.043019e-005
2.793883501473043e-004	5.713238e+000	5.450187e-001	2.381528e-005
2.795616557877842e-004	5.711827e+000	5.333926e-001	1.455607e-005
2.798583768145056e-004	5.709320e+000	5.203438e-001	8.005010e-006
2.802794708703042e-004	5.705549e+000	5.078554e-001	3.938395e-006
2.809804862748020e-004	5.698647e+000	4.934942e-001	9.357233e-007
2.819674675992577e-004	5.687879e+000	4.779065e-001	-1.432433e-006
2.823390000000000e-004	5.683374e+000	4.728567e-001	-2.088279e-006
2.825959351985154e-004	5.679965e+000	4.696010e-001	-2.501983e-006
2.828251296029692e-004	5.676770e+000	4.667320e-001	-2.836756e-006
2.829915743673395e-004	5.674311e+000	4.646523e-001	-3.141343e-006
2.831170736475063e-004	5.672402e+000	4.630812e-001	-5.076416e-006
2.831180736475063e-004	5.672387e+000	4.630685e-001	-4.285432e-006
2.831200736475063e-004	5.672355e+000	4.630431e-001	-3.017675e-006
2.831240736475064e-004	5.672293e+000	4.629928e-001	-3.513697e-006
2.831311871256923e-004	5.672182e+000	4.629034e-001	-3.275766e-006
2.831454140820642e-004	5.671959e+000	4.627244e-001	-3.444932e-006
2.831738679948078e-004	5.671511e+000	4.623659e-001	-3.421889e-006
2.832307758202951e-004	5.670607e+000	4.616478e-001	-2.262152e-006
2.832317758202952e-004	5.670591e+000	4.616352e-001	-2.881156e-006
2.832337758202952e-004	5.670559e+000	4.616099e-001	-3.860345e-006
2.832377758202953e-004	5.670495e+000	4.615593e-001	-3.406505e-006
2.832457758202954e-004	5.670366e+000	4.614581e-001	-3.644358e-006
2.832617758202956e-004	5.670108e+000	4.612553e-001	-3.562182e-006
2.832937758202961e-004	5.669589e+000	4.608495e-001	-2.571579e-006
2.832947758202962e-004	5.669573e+000	4.608368e-001	-3.086970e-006
2.832967758202962e-004	5.669540e+000	4.608114e-001	-3.926788e-006
2.833007758202963e-004	5.669475e+000	4.607606e-001	-3.555623e-006
2.833078592953111e-004	5.669359e+000	4.606705e-001	-3.751749e-006
2.833220262453409e-004	5.669127e+000	4.604903e-001	-4.596601e-006
2.833230262453409e-004	5.669110e+000	4.604776e-001	-4.196159e-006
2.833250262453409e-004	5.669077e+000	4.604521e-001	-3.483142e-006
2.833290262453410e-004	5.669012e+000	4.604011e-001	-3.687384e-006
2.833324919871229e-004	5.668954e+000	4.603570e-001	-4.302549e-006
2.833334919871230e-004	5.668938e+000	4.603443e-001	-4.142370e-006
2.833354919871230e-004	5.668905e+000	4.603188e-001	-4.085059e-006
2.833364919871230e-004	5.668889e+000	4.603060e-001	-3.133079e-006
2.833370000000000e-004	5.668880e+000	4.602996e-001	-3.073228e-006
2.833380160257540e-004	5.668863e+000	4.602866e-001	-3.738777e-006
2.833390000000000e-004	5.668848e+000	4.602728e-001	-1.568056e-005
2.833390021657365e-004	5.668848e+000	4.602737e-001	-1.474758e-005
2.833390064972095e-004	5.668848e+000	4.602754e-001	-1.307552e-005
2.833390151601554e-004	5.668847e+000	4.602794e-001	-1.071374e-005
2.833390324860473e-004	5.668847e+000	4.602918e-001	-8.660830e-006
2.833390484910295e-004	5.668847e+000	4.603103e-001	-9.686718e-006
2.833390805009940e-004	5.668847e+000	4.603722e-001	-1.861864e-005
2.833391445209229e-004	5.668847e+000	4.605824e-001	-5.393047e-005
2.833392559249512e-004	5.668849e+000	4.611937e-001	-1.592900e-004
2.833394027055129e-004	5.668856e+000	4.624989e-001	-3.808318e-004
2.833395968161257e-004	5.668872e+000	4.650653e-001	-8.041736e-004
2.833397638710018e-004	5.668891e+000	4.681779e-001	-1.296157e-003
2.833400000000000e-004	5.668927e+000	4.736088e-001	-2.128447e-003
2.833400236128999e-004	5.668931e+000	4.742483e-001	-2.222474e-003
2.833400708386995e-004	5.668939e+000	4.755085e-001	-2.403605e-003
2.833401652902988e-004	5.668955e+000	4.779237e-001	-2.728542e-003
2.833403541934974e-004	5.668983e+000	4.823410e-001	-3.238078e-003
2.833407319998946e-004	5.669030e+000	4.901052e-001	-3.912845e-003
2.833411326743310e-004	5.669069e+000	4.972181e-001	-4.288941e-003
2.833416102882071e-004	5.669108e+000	5.047081e-001	-4.454318e-003
2.833420467444872e-004	5.669139e+000	5.110877e-001	-4.485474e-003
2.833426470782644e-004	5.669178e+000	5.196053e-001	-4.472692e-003
2.833438089903971e-004	5.669261e+000	5.372254e-001	-4.630269e-003
2.833446593078902e-004	5.669357e+000	5.552459e-001	-5.454407e-003
2.833456521148519e-004	5.669542e+000	5.870162e-001	-7.680549e-003
2.833464008339871e-004	5.669737e+000	6.196310e-001	-1.000102e-002
2.833472509061033e-004	5.670007e+000	6.648762e-001	-1.274804e-002
2.833482880331348e-004	5.670378e+000	7.285970e-001	-1.564603e-002
2.833502426749879e-004	5.671128e+000	8.615983e-001	-2.000392e-002
2.833512603696078e-004	5.671530e+000	9.350102e-001	-2.164618e-002
2.833519451477734e-004	5.671795e+000	9.852997e-001	-2.226686e-002
2.833526596783849e-004	5.672058e+000	1.037052e+000	-2.254185e-002
2.833533744036223e-004	5.672312e+000	1.088310e+000	-2.264870e-002
2.833541069311295e-004	5.672565e+000	1.140483e+000	-2.267727e-002
2.833548346748518e-004	5.672807e+000	1.191654e+000	-2.260910e-002
2.833556827670397e-004	5.673075e+000	1.250183e+000	-2.241338e-002
2.833566654713679e-004	5.673369e+000	1.316638e+000	-2.210444e-002
2.833577058241260e-004	5.673665e+000	1.385573e+000	-2.174903e-002
2.833588132964404e-004	5.673957e+000	1.457056e+000	-2.136704e-002
2.833610282410693e-004	5.674484e+000	1.594648e+000	-2.061428e-002
2.833645092574638e-004	5.675189e+000	1.798926e+000	-1.947846e-002
2.833694161255272e-004	5.675962e+000	2.063395e+000	-1.798880e-002
2.833764077942336e-004	5.676723e+000	2.400608e+000	-1.606845e-002
2.833839901356868e-004	5.677188e+000	2.719326e+000	-1.423436e-002
2.833931396916770e-004	5.677362e+000	3.046381e+000	-1.233134e-002
2.834033176423218e-004	5.677201e+000	3.347947e+000	-1.054962e-002
2.834167656662329e-004	5.676117e+000	3.663213e+000	-5.902888e-003
2.834361351782689e-004	5.671153e+000	4.019632e+000	1.959592e-002
2.834445676544060e-004	5.663915e+000	4.140374e+000	5.613165e-002
2.834511952000403e-004	5.647254e+000	4.210319e+000	1.064126e-001
2.834607069976288e-004	5.597825e+000	4.282368e+000	1.809272e-001
2.834638475370598e-004	5.561725e+000	4.291299e+000	1.887728e-001
2.834656775691539e-004	5.519350e+000	4.282179e+000	1.720188e-001
2.834667147113367e-004	5.477494e+000	4.265520e+000	1.449228e-001
2.834673876814488e-004	5.435844e+000	4.245356e+000	1.168520e-001
2.834682078655875e-004	5.374718e+000	4.214030e+000	8.320690e-002
2.834686918057853e-004	5.341413e+000	4.197358e+000	7.095484e-002
2.834691115749933e-004	5.318690e+000	4.186990e+000	6.578966e-002
2.834696267416393e-004	5.297549e+000	4.178780e+000	6.249880e-002
2.834702637287516e-004	5.277551e+000	4.172749e+000	6.045448e-002
2.834710104939267e-004	5.259220e+000	4.169106e+000	5.929362e-002
2.834721067633435e-004	5.236813e+000	4.166756e+000	5.858259e-002
2.834732873481325e-004	5.215126e+000	4.165802e+000	5.825289e-002
2.834753979703539e-004	5.178360e+000	4.165271e+000	5.802404e-002
2.834775765169064e-004	5.141304e+000	4.165030e+000	5.787541e-002
2.834819336100114e-004	5.068655e+000	4.164730e+000	5.767016e-002
2.834866131097856e-004	4.992711e+000	4.164455e+000	5.747664e-002
2.834959721093338e-004	4.847148e+000	4.163971e+000	5.714521e-002
2.835095688493300e-004	4.650651e+000	4.163349e+000	5.672743e-002
2.835367623293223e-004	4.295928e+000	4.162326e+000	5.605052e-002
2.835639282201709e-004	3.982786e+000	4.161581e+000	5.553062e-002
2.836030021546959e-004	3.585723e+000	4.160915e+000	5.498308e-002
2.836475898372926e-004	3.173943e+000	4.160551e+000	5.453976e-002
2.837113854287604e-004	2.622263e+000	4.160514e+000	5.413579e-002
2.837968526063960e-004	1.908412e+000	4.161118e+000	5.391803e-002
2.839313088439874e-004	8.029507e-001	4.163166e+000	5.406848e-002
2.840045138027143e-004	2.318132e-001	4.184746e+000	5.425352e-002
2.840292710946539e-004	8.913612e-002	4.228288e+000	5.423496e-002
2.840407120142061e-004	5.740384e-002	4.271986e+000	5.423495e-002
2.840477094392178e-004	4.925904e-002	4.305044e+000	5.426803e-002
2.840562937735030e-004	4.262635e-002	4.345391e+000	5.431981e-002
2.840658219189152e-004	3.734040e-002	4.388612e+000	5.438329e-002
2.840781089662847e-004	3.250560e-002	4.441391e+000	5.447058e-002
2.840903611231267e-004	2.915726e-002	4.489758e+000	5.456138e-002
2.841119198982948e-004	2.519899e-002	4.565877e+000	5.472479e-002
2.841329463473679e-004	2.270016e-002	4.628775e+000	5.488717e-002
2.841749992455140e-004	1.977120e-002	4.728272e+000	5.521489e-002
2.842217278902408e-004	1.797868e-002	4.806748e+000	5.558180e-002
2.843151851796945e-004	1.641642e-002	4.899217e+000	5.631870e-002
2.844454835932485e-004	1.566966e-002	4.961190e+000	5.734983e-002
2.846366036887410e-004	1.561995e-002	4.991747e+000	5.886700e-002
2.848677733677462e-004	1.598829e-002	5.000103e+000	6.070857e-002
2.852502207215998e-004	1.677936e-002	5.001414e+000	6.376913e-002
2.858935565449200e-004	1.814930e-002	5.001469e+000	6.894695e-002
2.868935565449200e-004	2.029398e-002	5.001464e+000	7.703948e-002
2.878935565449200e-004	2.244888e-002	5.001466e+000	8.516049e-002
2.888935565449200e-004	2.460731e-002	5.001465e+000	9.328317e-002
2.898935565449201e-004	2.676043e-002	5.001465e+000	1.013744e-001
2.908935565449201e-004	2.889973e-002	5.001463e+000	1.094023e-001
2.918935565449201e-004	3.101696e-002	5.001462e+000	1.173361e-001
2.928935565449201e-004	3.310421e-002	5.001459e+000	1.251466e-001
2.938935565449202e-004	3.516127e-002	5.001455e+000	1.328349e-001
2.942560000000000e-004	3.589697e-002	5.001454e+000	1.355823e-001
2.945311130898403e-004	3.644983e-002	5.001453e+000	1.376454e-001
2.947057738203194e-004	3.679866e-002	5.001452e+000	1.389467e-001
2.949066785390420e-004	3.720073e-002	5.001453e+000	1.404279e-001
2.949076785390420e-004	3.720168e-002	5.001452e+000	1.404400e-001
2.949096785390420e-004	3.720386e-002	5.001451e+000	1.404618e-001
2.949136785390421e-004	3.721223e-002	5.001451e+000	1.404882e-001
2.949195959978015e-004	3.722380e-002	5.001451e+000	1.405335e-001
2.949314309153204e-004	3.724733e-002	5.001451e+000	1.406197e-001
2.949543676227386e-004	3.729269e-002	5.001451e+000	1.407896e-001
2.949985371817689e-004	3.738005e-002	5.001451e+000	1.411149e-001
2.950868762998296e-004	3.755491e-002	5.001451e+000	1.417559e-001
2.950878762998296e-004	3.755674e-002	5.001451e+000	1.417680e-001
2.950898762998296e-004	3.756041e-002	5.001451e+000	1.417900e-001
2.950938762998297e-004	3.756833e-002	5.001451e+000	1.418159e-001
2.951013363157970e-004	3.758304e-002	5.001451e+000	1.418725e-001
2.951162563477315e-004	3.761244e-002	5.001451e+000	1.419811e-001
2.951460964116005e-004	3.767121e-002	5.001451e+000	1.422007e-001
2.951963198722620e-004	3.777017e-002	5.001450e+000	1.425785e-001
2.951973198722620e-004	3.777207e-002	5.001450e+000	1.425812e-001
2.951993198722620e-004	3.777592e-002	5.001450e+000	1.425886e-001
2.952033198722621e-004	3.778385e-002	5.001450e+000	1.426215e-001
2.952113198722622e-004	3.779954e-002	5.001450e+000	1.426784e-001
2.952273198722625e-004	3.783077e-002	5.001450e+000	1.427874e-001
2.952283198722625e-004	3.783285e-002	5.001450e+000	1.427988e-001
2.952303198722625e-004	3.783695e-002	5.001450e+000	1.428205e-001
2.952343198722626e-004	3.784471e-002	5.001450e+000	1.428463e-001
2.952423198722627e-004	3.786023e-002	5.001450e+000	1.428980e-001
2.952453198722628e-004	3.786642e-002	5.001450e+000	1.429302e-001
2.952493198722628e-004	3.787440e-002	5.001450e+000	1.429639e-001
2.952503198722628e-004	3.787630e-002	5.001450e+000	1.429690e-001
2.952523198722629e-004	3.788022e-002	5.001450e+000	1.429835e-001
2.952533198722629e-004	3.788194e-002	5.001450e+000	1.429826e-001
2.952540000000000e-004	3.788341e-002	5.001450e+000	1.429921e-001
2.952546397445258e-004	3.788240e-002	5.001449e+000	1.429148e-001
2.952547205109484e-004	3.788344e-002	5.001450e+000	1.429481e-001
2.952548820437937e-004	3.788567e-002	5.001450e+000	1.430186e-001
2.952552051094842e-004	3.788627e-002	5.001450e+000	1.430206e-001
2.952553538686190e-004	3.788655e-002	5.001450e+000	1.430210e-001
2.952556513868886e-004	3.788656e-002	5.001450e+000	1.430007e-001
2.952560000000000e-004	3.787093e-002	5.001452e+000	1.422896e-001
2.952560348613112e-004	3.788117e-002	5.001439e+000	1.427442e-001
2.952561045839335e-004	3.788657e-002	5.001410e+000	1.430044e-001
2.952562440291781e-004	3.788451e-002	5.001339e+000	1.430103e-001
2.952565229196672e-004	3.787793e-002	5.001167e+000	1.430110e-001
2.952570000000000e-004	3.786363e-002	5.000834e+000	1.429711e-001
2.952570477080333e-004	3.786312e-002	5.000812e+000	1.429996e-001
2.952571431240998e-004	3.786172e-002	5.000775e+000	1.430155e-001
2.952573339562329e-004	3.785991e-002	5.000717e+000	1.430165e-001
2.952577156204992e-004	3.785882e-002	5.000604e+000	1.430188e-001
2.952583488141668e-004	3.785590e-002	5.000326e+000	1.430237e-001
2.952595025211614e-004	3.783428e-002	4.999295e+000	1.430334e-001
2.952608226481514e-004	3.777618e-002	4.997057e+000	1.430457e-001
2.952614766592097e-004	3.772303e-002	4.995159e+000	1.430527e-001
2.952618817706792e-004	3.766953e-002	4.993304e+000	1.430589e-001
2.952621797895082e-004	3.760803e-002	4.991276e+000	1.430653e-001
2.952625194571922e-004	3.751687e-002	4.988461e+000	1.430699e-001
2.952627973606211e-004	3.744747e-002	4.986310e+000	1.430681e-001
2.952630740966863e-004	3.740289e-002	4.984565e+000	1.430643e-001
2.952633663843840e-004	3.738336e-002	4.983068e+000	1.430613e-001
2.952636129611092e-004	3.738433e-002	4.982013e+000	1.430601e-001
2.952638823529554e-004	3.739846e-002	4.981013e+000	1.430600e-001
2.952641731068712e-004	3.742254e-002	4.980039e+000	1.430608e-001
2.952645210617567e-004	3.745843e-002	4.978964e+000	1.430625e-001
2.952652169715276e-004	3.753784e-002	4.976934e+000	1.430671e-001
2.952660306256067e-004	3.763242e-002	4.974647e+000	1.430730e-001
2.952676579337650e-004	3.781398e-002	4.970168e+000	1.430853e-001
2.952704066360703e-004	3.806444e-002	4.961627e+000	1.431083e-001
2.952722291296016e-004	3.807345e-002	4.951637e+000	1.431289e-001
2.952739530073839e-004	3.785354e-002	4.934052e+000	1.431483e-001
2.952756850164262e-004	3.756642e-002	4.908868e+000	1.431579e-001
2.952772838038610e-004	3.747165e-002	4.881335e+000	1.431618e-001
2.952793650320113e-004	3.775788e-002	4.840970e+000	1.431676e-001
2.952835252685505e-004	3.944558e-002	4.751800e+000	1.431790e-001
2.952889591655794e-004	4.377209e-002	4.626519e+000	1.431898e-001
2.952947251543931e-004	5.213999e-002	4.488441e+000	1.431848e-001
2.953007710005859e-004	6.818940e-002	4.345253e+000	1.431311e-001
2.953062058798540e-004	9.508326e-002	4.225690e+000	1.429738e-001
2.953104034910760e-004	1.344933e-001	4.148872e+000	1.426566e-001
2.953138642507608e-004	1.951091e-001	4.108953e+000	1.421721e-001
2.953178838644118e-004	3.014005e-001	4.092062e+000	1.416870e-001
2.953213862044314e-004	4.102486e-001	4.090395e+000	1.416006e-001
2.953253141524398e-004	5.352694e-001	4.090641e+000	1.416231e-001
2.953293842094647e-004	6.646469e-001	4.090475e+000	1.416044e-001
2.953375243235147e-004	9.246145e-001	4.090489e+000	1.415846e-001
2.953501598713369e-004	1.329366e+000	4.090423e+000	1.415203e-001
2.953651757873939e-004	1.812626e+000	4.090295e+000	1.413978e-001
2.953843986321301e-004	2.437886e+000	4.089877e+000	1.411353e-001
2.954045525216164e-004	3.116112e+000	4.088818e+000	1.406242e-001
2.954238445819081e-004	3.819834e+000	4.086433e+000	1.395900e-001
2.954359174378368e-004	4.330651e+000	4.083269e+000	1.382016e-001
2.954447990353947e-004	4.778932e+000	4.079370e+000	1.363321e-001
2.954506101995732e-004	5.116678e+000	4.075480e+000	1.340153e-001
2.954535183118108e-004	5.297506e+000	4.069899e+000	1.285517e-001
2.954552744333039e-004	5.400313e+000	4.058209e+000	1.163177e-001
2.954564584175251e-004	5.455723e+000	4.039681e+000	1.001466e-001
2.954578042701994e-004	5.501220e+000	4.006042e+000	7.785241e-002
2.954594011743754e-004	5.539012e+000	3.954597e+000	5.499069e-002
2.954614728753466e-004	5.572046e+000	3.876623e+000	3.583208e-002
2.954637847734594e-004	5.596821e+000	3.781560e+000	2.564402e-002
2.954660225817665e-004	5.613143e+000	3.685237e+000	2.203114e-002
2.954688814232248e-004	5.627602e+000	3.560230e+000	2.026993e-002
2.954731778524507e-004	5.642389e+000	3.375234e+000	1.863603e-002
2.954817707109025e-004	5.661986e+000	3.022307e+000	1.600557e-002
2.954902979794580e-004	5.675018e+000	2.700151e+000	1.376525e-002
2.954995215111354e-004	5.684435e+000	2.390843e+000	1.169139e-002
2.955098131117915e-004	5.691758e+000	2.094429e+000	9.743496e-003
2.955235739482681e-004	5.698622e+000	1.765638e+000	7.608622e-003
2.955378834931471e-004	5.703645e+000	1.491187e+000	5.832298e-003
2.955521773401337e-004	5.707131e+000	1.279589e+000	4.455983e-003
2.955687629756289e-004	5.709966e+000	1.094149e+000	3.236147e-003
2.955846413501780e-004	5.711851e+000	9.641665e-001	2.370218e-003
2.956045218649616e-004	5.713419e+000	8.508195e-001	1.612256e-003
2.956281500216607e-004	5.714608e+000	7.599235e-001	1.019436e-003
2.956519381575985e-004	5.715307e+000	7.004684e-001	6.532550e-004
2.956775547841784e-004	5.715685e+000	6.597866e-001	4.246002e-004
2.957095095046305e-004	5.715843e+000	6.281664e-001	2.677574e-004
2.957574392337973e-004	5.715772e+000	5.995921e-001	1.500710e-004
2.958162583569734e-004	5.715467e+000	5.790499e-001	8.411335e-005
2.958953860753588e-004	5.714914e+000	5.630418e-001	4.836259e-005
2.960015979032685e-004	5.714099e+000	5.499457e-001	2.898571e-005
2.961612394877765e-004	5.712830e+000	5.373091e-001	1.720983e-005
2.963580766084795e-004	5.711216e+000	5.268665e-001	1.074655e-005
2.966878957913958e-004	5.708390e+000	5.150817e-001	6.107390e-006
2.972587360619000e-004	5.703137e+000	5.009958e-001	2.390631e-006
2.980767787033065e-004	5.694723e+000	4.864678e-001	-1.596443e-007
2.990767787033065e-004	5.683362e+000	4.720959e-001	1.192782e-005
2.990777787033065e-004	5.683351e+000	4.720831e-001	5.029797e-006
2.990797787033065e-004	5.683325e+000	4.720583e-001	-5.498174e-006
2.990837787033066e-004	5.683273e+000	4.720080e-001	-5.302322e-007
2.990917300520690e-004	5.683169e+000	4.719086e-001	-2.959457e-006
2.991076327495938e-004	5.682962e+000	4.717096e-001	-1.783056e-006
2.991394381446434e-004	5.682545e+000	4.713126e-001	-2.428879e-006
2.992030489347425e-004	5.681700e+000	4.705207e-001	-2.230062e-006
2.993302705149407e-004	5.679965e+000	4.689430e-001	-2.575034e-006
2.995847136753373e-004	5.676406e+000	4.657963e-001	-1.497282e-005
2.995857136753373e-004	5.676392e+000	4.657838e-001	-9.088355e-006
2.995877136753373e-004	5.676362e+000	4.657587e-001	-5.051455e-008
2.995917136753374e-004	5.676304e+000	4.657095e-001	-4.212644e-006
2.995990849084978e-004	5.676197e+000	4.656183e-001	-2.205590e-006
2.996138273748187e-004	5.675982e+000	4.654362e-001	-3.340038e-006
2.996433123074605e-004	5.675548e+000	4.650716e-001	-2.835562e-006
2.997022821727440e-004	5.674668e+000	4.643414e-001	-3.205190e-006
2.998202219033110e-004	5.672888e+000	4.628792e-001	-1.358433e-005
2.998212219033110e-004	5.672873e+000	4.628666e-001	-8.588559e-006
2.998232219033111e-004	5.672842e+000	4.628415e-001	-8.433320e-007
2.998272219033111e-004	5.672780e+000	4.627919e-001	-4.289634e-006
2.998339493620836e-004	5.672676e+000	4.627081e-001	-2.632099e-006
2.998474042796286e-004	5.672468e+000	4.625406e-001	-3.697435e-006
2.998743141147184e-004	5.672049e+000	4.622051e-001	-3.225488e-006
2.999281337848982e-004	5.671204e+000	4.615330e-001	5.219961e-006
2.999291337848983e-004	5.671189e+000	4.615206e-001	1.029909e-006
2.999311337848983e-004	5.671157e+000	4.614958e-001	-5.606666e-006
2.999351337848983e-004	5.671094e+000	4.614457e-001	-2.747820e-006
2.999414445821274e-004	5.670994e+000	4.613667e-001	-4.147570e-006
2.999540661765856e-004	5.670793e+000	4.612086e-001	-3.217894e-006
2.999793093655019e-004	5.670390e+000	4.608918e-001	3.719648e-006
2.999803093655019e-004	5.670374e+000	4.608794e-001	2.920133e-007
2.999823093655019e-004	5.670342e+000	4.608545e-001	-5.390750e-006
2.999863093655020e-004	5.670278e+000	4.608042e-001	-2.996149e-006
2.999923324095410e-004	5.670181e+000	4.607284e-001	-6.066907e-007
2.999939539119220e-004	5.670155e+000	4.607081e-001	-1.525652e-006
2.999971969166840e-004	5.670103e+000	4.606674e-001	-2.860947e-006
2.999995139904761e-004	5.670065e+000	4.606383e-001	-4.219875e-006
3.000013658524158e-004	5.670035e+000	4.606149e-001	-6.528480e-007
3.000022962761206e-004	5.670020e+000	4.606032e-001	-5.139785e-007
3.000041571235301e-004	5.669990e+000	4.605798e-001	-4.426828e-007
3.000050000000000e-004	5.669977e+000	4.605693e-001	-2.508715e-006
3.000060000000000e-004	5.669956e+000	4.605521e-001	1.115948e-004
3.000060022005827e-004	5.669957e+000	4.605532e-001	1.000744e-004
3.000060066017481e-004	5.669958e+000	4.605553e-001	8.023388e-005
3.000060154040790e-004	5.669959e+000	4.605602e-001	5.173872e-005
3.000060316109404e-004	5.669960e+000	4.605737e-001	2.134869e-005
3.000060582893862e-004	5.669960e+000	4.606117e-001	-2.609850e-006
3.000061116462780e-004	5.669960e+000	4.607517e-001	-3.351719e-005
3.000062183600614e-004	5.669961e+000	4.612377e-001	-1.181532e-004
3.000063472925067e-004	5.669967e+000	4.622198e-001	-2.859420e-004
3.000065324619502e-004	5.669980e+000	4.644407e-001	-6.548814e-004
